PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin
0LnE4,r2r2k1/1p1b2Pp/pqnP4/5p2/1P3p2/P4N2/1B3PP1/R3KB1R w KQ - 0 22,e5f4 f1c4 d7e6 c4e6,1101,75,100,2671,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ilGnRCTp/black#42,,"(1100, 1200]"
3Z30v,r4rk1/p4pp1/1p3n1p/3ppN2/8/1R1P2Q1/P2q1PPP/4R1K1 w - - 2 21,c2d2 g3g7,1101,75,100,287,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/O9eyJ12a/black#40,,"(1100, 1200]"
4nfYN,Q4n1k/p4pp1/8/6N1/q1P5/4p1P1/1P3rP1/6K1 w - - 0 31,g8h8 a8f8,1101,83,100,70,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/m6iPwcdD/black#60,,"(1100, 1200]"
59glO,r1bqN2k/3n1Q1r/pp5p/2pP2p1/P1P1P3/2N5/1P4PP/5RK1 w - - 0 23,g7g5 f7f8 d7f8 f1f8,1101,75,100,347,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Yeg124hW/black#44,,"(1100, 1200]"
6FGhj,rn1qkb1r/1b1p4/1p1Pp2p/p3N1p1/1p2n3/6B1/P1P2PPP/RN1QKB1R w KQkq - 2 13,f6e4 d1h5,1101,75,100,225,mate mateIn1 middlegame oneMove,https://lichess.org/ydVX9MyA/black#24,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation,"(1100, 1200]"
70brM,2r3r1/2q2pk1/p2ppR2/2p1P2Q/8/8/PPP3PP/6K1 w - - 8 27,h7g7 h5h6,1101,75,100,194,endgame mate mateIn1 oneMove,https://lichess.org/HdGbFCHG/black#52,,"(1100, 1200]"
7U0nk,1q3rk1/3n4/4p2p/2p3pP/1pPbQ1P1/1P1P4/6KN/R3R3 b - - 3 34,f3e4 f8f2 g2h3 b8h2,1101,77,100,62,mate mateIn2 middlegame short,https://lichess.org/NOzAdTLR#67,,"(1100, 1200]"
9VVZb,r2q1rk1/p1pb1ppp/4pn2/1p4N1/2p1N3/8/PPQ1KPPP/2b2B1R w - - 0 18,f4c1 e4f6 g7f6 c2h7,1101,76,100,1530,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/J2xaAQpm/black#34,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,"(1100, 1200]"
9dOH1,1r3rk1/2b3pp/p7/1p3P1q/3pQ1P1/8/PPPB3P/4RRK1 b - - 0 28,g3g4 h5h2,1101,76,100,113,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Hd2uNrXw#55,,"(1100, 1200]"
AjSNI,5rk1/3R1p2/4p1p1/4P1K1/3P2RP/8/8/5r2 b - - 6 37,f4g5 f1f5 g5h6 f5h5,1101,81,100,42,endgame mate mateIn2 rookEndgame short,https://lichess.org/fts1Am8Z#73,,"(1100, 1200]"
C39CO,1r5r/2R3b1/1p3kp1/p3p3/P2pBp2/3P2Pb/1P1BPP1q/1RQ1K3 b - - 10 36,f1e1 h2g1,1101,75,100,104,mate mateIn1 middlegame oneMove,https://lichess.org/TmPxKX8h#71,,"(1100, 1200]"
Ck8eN,r3r1k1/pR3ppp/2pb4/q2p3Q/8/3b2P1/2PN2P1/1R5K w - - 0 23,f5d3 h5f7 g8h8 f7g7,1101,75,100,197,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EfuqAuRc/black#44,,"(1100, 1200]"
DZY6B,r5k1/pp3ppp/2nb4/2pp4/5Pnq/2PP4/PPB3R1/RNB1Q1K1 b - - 0 18,d2e1 h4e1,1101,75,100,166,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/rgSh9Rox#35,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,"(1100, 1200]"
Drvqw,6kr/4p3/3q1Bp1/1p1n4/2p5/5Q2/rPB3PP/1R3R1K b - - 0 26,g5f6 d6h2,1101,76,100,811,mate mateIn1 middlegame oneMove,https://lichess.org/Du7y9qjI#51,,"(1100, 1200]"
EXwL3,6kr/p2nQ3/1n2P1p1/3q4/1p1P2p1/6R1/PPP5/1K3R1r w - - 1 26,h4h1 e7f7,1101,75,100,656,mate mateIn1 middlegame oneMove,https://lichess.org/9Wd2yKCV/black#50,,"(1100, 1200]"
FXAim,7k/p2QP1p1/2p3Kp/1pPp4/3P4/5q2/PP5P/8 b - - 9 32,h5g6 f3f6 g6h5 f6g5,1101,76,100,80,endgame mate mateIn2 queenEndgame short,https://lichess.org/vGrrx5ee#63,,"(1100, 1200]"
GXBle,6k1/pp3ppp/2p5/8/2q2P2/6P1/1P4P1/3Rr1NK w - - 0 25,e8e1 d1d8 e1e8 d8e8,1101,77,100,427,backRankMate endgame mate mateIn2 short,https://lichess.org/sLWptQS2/black#48,,"(1100, 1200]"
0hmdd,r1k5/pppr1p2/1bb3q1/4p3/1P5Q/P5PP/2P2P2/3R2K1 w - - 1 29,e7d7 h4h8 g6g8 h8g8 d7d8 d1d8,1102,104,100,38,long mate mateIn3 middlegame queensideAttack,https://lichess.org/NtfTcPAT/black#56,,"(1100, 1200]"
0sIai,4r2k/ppb4p/6p1/n2p4/3P1qQ1/2P2P1P/P6P/R5RK b - - 1 25,g2g4 f4h2,1102,75,100,753,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4EjSDIz2#49,,"(1100, 1200]"
14sBy,8/1p2Q3/3P2pk/2P5/7p/N7/KP1q4/3n4 b - - 1 41,e5e7 d2b2,1102,76,100,391,endgame mate mateIn1 oneMove,https://lichess.org/laKJhYHW#81,,"(1100, 1200]"
1UaA4,2kr3r/2ppqp2/pp5p/8/1P3p2/P2P1Q1P/2P3PN/b4R1K w - - 0 19,d4a1 f3a8,1102,75,100,850,mate mateIn1 middlegame oneMove,https://lichess.org/ysvLvyLA/black#36,Three_Knights_Opening Three_Knights_Opening_Other_variations,"(1100, 1200]"
1omCa,4rk2/1R4R1/3p4/2bP4/1p2B3/2p3PP/r7/5K2 w - - 3 46,g8f8 b7f7,1102,76,100,341,endgame mate mateIn1 oneMove,https://lichess.org/PAIxeMjg/black#90,,"(1100, 1200]"
3cyJN,2r1k2r/1bq2ppp/p2ppb2/2n5/4PPP1/1P1BQ3/1PP1N2P/1NKRR3 b k - 0 18,a2b3 c5b3,1102,79,100,83,mate mateIn1 middlegame oneMove pin queensideAttack,https://lichess.org/0hVbttql#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"(1100, 1200]"
5akGU,r4r2/pp3pkp/6p1/2NPp3/6n1/1P3PPq/P4P1P/R2QR1K1 b - - 0 17,e2f3 h3h2 g1f1 h2f2,1102,75,100,246,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fOrPJCBM#33,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense,"(1100, 1200]"
6MPd1,2kr1b2/ppp2p2/5n2/3p4/1nQPPBp1/2N3P1/PPP5/2KR1B1q w - - 0 17,d6d5 c4c7,1102,75,100,238,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/kzPogod1/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit,"(1100, 1200]"
6jWIp,r2b2rk/pp3ppp/1q1p1n1B/3PpN2/4P3/6Q1/PP3PPP/2R2RK1 w - - 6 20,f8g8 h6g7 g8g7 g3g7,1102,76,100,290,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/pvaIkdTY/black#38,,"(1100, 1200]"
BRm0Y,5rk1/pp4pp/5n2/3P4/2Q4P/5bPq/PP3P2/R3RBK1 b - - 4 26,d3f1 h3h1,1102,101,100,49,mate mateIn1 middlegame oneMove,https://lichess.org/dGfGxz98#51,,"(1100, 1200]"
Bj5Jp,6k1/r5p1/4p1Rp/8/4P2P/6R1/1r4P1/5K2 b - - 8 32,g4g6 a7a1,1102,79,100,62,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Mjox8oAI#63,,"(1100, 1200]"
D4bpQ,1k1r2r1/pB5p/8/2b5/4Q3/3P3b/PPP3PP/RNq2R1K b - - 2 21,f2f1 c1f1,1102,75,100,449,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DPrfjXlc#41,,"(1100, 1200]"
D7CdN,3k3r/p1p1r1p1/n1pq3p/3P1B2/P7/1Q5P/5PP1/1R4K1 w - - 0 30,b7c6 b3b8 a6b8 b1b8,1102,89,100,38,mate mateIn2 middlegame sacrifice short,https://lichess.org/g3X1k8dz/black#58,,"(1100, 1200]"
DWzdx,r1bq1b1r/pp1n2pp/2k2n2/1Npp4/5P2/7Q/PPPP2PP/R1B1KB1R w KQ - 8 11,d6c6 h3e6 f8d6 e6d6,1102,76,100,248,mate mateIn2 opening short,https://lichess.org/ZVEnVsoK/black#20,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,"(1100, 1200]"
G6ZBG,3r1rk1/1n3ppp/p1q2b2/1p1n4/PP2Q3/2P2b2/1BBN1PPP/R4RK1 w - - 0 20,g4f3 e4h7,1102,77,100,161,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NbuypZ3i/black#38,,"(1100, 1200]"
GyCeJ,4P3/8/p1p5/1p6/1P1P4/P5p1/5k1p/7K b - - 0 63,e7e8q g3g2 h1h2 g2g1q h2h3 g1g3,1102,76,100,349,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,https://lichess.org/Nfg3Sgoz#125,,"(1100, 1200]"
Ie1cp,1k6/ppp5/5q2/2P2ppp/5b2/1Q3b1P/PP3PP1/3B2K1 w - - 0 23,g4f3 b3g8 f6d8 g8d8,1102,75,100,485,endgame mate mateIn2 queensideAttack short,https://lichess.org/uQt8fX0c/black#44,,"(1100, 1200]"
17MME,5rk1/7p/3pN1p1/1P1P4/2P2p2/4pn1b/5qPP/Q1R4K w - - 0 37,d2f3 a1g7,1103,75,100,774,mate mateIn1 middlegame oneMove,https://lichess.org/ld40hwnt/black#72,,"(1100, 1200]"
2I0Zm,r3rk2/ppbb1p1B/2pq1ppp/3n4/3P4/2P1BN1P/PP1Q1PP1/R3RK2 w - - 0 18,g7g6 e3h6,1103,155,100,12,mate mateIn1 middlegame oneMove,https://lichess.org/UhjbryH5/black#34,Caro-Kann_Defense Caro-Kann_Defense_Forgacs_Variation,"(1100, 1200]"
4JuPh,8/p4p2/1p4pk/1P2Q2p/P1P2K2/8/6q1/8 w - - 2 41,g7h6 e5h8,1103,85,100,37,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/vJVjLs6Z/black#80,,"(1100, 1200]"
56sCZ,4r1k1/p4p2/1p4r1/5R2/2P3P1/3P1Q1p/PP3P1P/4q1RK b - - 4 31,f1g1 e1g1 h1g1 e8e1,1103,76,100,75,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/cFzfvnvJ#61,,"(1100, 1200]"
5Fuib,3r2k1/p4p2/1p3bp1/4p1N1/3qB2Q/7P/PPP3P1/7K w - - 0 24,g7f6 h4h7 g8f8 h7f7,1103,79,100,45,endgame mate mateIn2 short,https://lichess.org/QQ9jJFeH/black#46,,"(1100, 1200]"
64WZX,6k1/p6p/1p1p2p1/3Pbq2/4Nn2/4Q1PP/PP3P1K/3R4 b - - 3 30,f1d1 f5h3 h2g1 h3g2,1103,92,100,24,endgame mate mateIn2 short,https://lichess.org/mT1bO870#59,,"(1100, 1200]"
6KAwo,3P4/8/5p1p/8/4P1PP/pp6/2k5/K7 b - - 0 47,d7d8q b3b2 a1a2 b2b1q a2a3 b1b3,1103,76,100,175,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,https://lichess.org/sDgPO8XI#93,,"(1100, 1200]"
7CN6N,r6k/pp4pp/1nprpP2/8/6Q1/8/PqP3PP/R4R1K w - - 0 21,d8d6 g4g7,1103,77,100,161,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Xq6zC9v2/black#40,,"(1100, 1200]"
8fPju,r1bqk2r/ppp2ppp/2p5/8/4n3/3B4/PPPP2PP/RNBQ2KR b kq - 1 8,b5d3 d8d4 g1f1 d4f2,1103,76,100,2291,kingsideAttack mate mateIn2 opening short,https://lichess.org/iDFYCryR#15,Ruy_Lopez Ruy_Lopez_Classical_Variation,"(1100, 1200]"
9ForF,r2qrk2/6pQ/p3p3/4P1N1/1n3P1P/8/1P1p1P2/RB1K3b w - - 5 28,g8f8 h7h8 f8e7 h8g7,1103,76,100,434,deflection mate mateIn2 middlegame short,https://lichess.org/2MXeU8qR/black#54,,"(1100, 1200]"
GeGss,8/5p1k/8/pP1P4/P1P2pR1/3P3r/5QK1/2q5 b - - 3 39,g1g2 c1h1,1103,90,100,26,endgame mate mateIn1 oneMove,https://lichess.org/HIJTaa4W#77,,"(1100, 1200]"
HggJo,r1bqkb1r/pp1pnp1p/4p1p1/1B1N4/2PpP3/3P4/PP1B1PPP/R2QK2R w KQkq - 2 10,a5d8 d5f6,1103,75,100,351,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/8YPFdEqe/black#18,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,"(1100, 1200]"
0CdS1,r4bk1/pR1Q1p1p/3p1Pp1/2pP2r1/P1P1p3/7P/4q1P1/5R1K w - - 0 30,e3e2 d7f7 g8h8 f7h7,1104,74,100,530,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2mlNZfgp/black#58,,"(1100, 1200]"
1U0nd,rn2k2r/pp3p2/2pb4/3p2p1/3Pp1q1/4P2p/PPP2P2/RNBQ1RNK b kq - 1 18,d2d1 g4g2,1104,75,100,615,mate mateIn1 middlegame oneMove,https://lichess.org/RRbVXb07#35,Hungarian_Opening Hungarian_Opening_Slav_Formation,"(1100, 1200]"
2SD3V,r3r1k1/5p1p/p1N3p1/R2Pp3/4P3/3nqP2/1RQ3PP/5K2 b - - 0 32,b1b2 e3e1,1104,77,100,657,mate mateIn1 middlegame oneMove,https://lichess.org/cSSxWy9T#63,,"(1100, 1200]"
5Vkpm,r3r1k1/pp3pp1/1q3b1p/3p4/3P4/1b1Q4/PPB2PPP/R3R1K1 w - - 0 18,a4b3 d3h7 g8f8 h7h8,1104,75,100,293,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/eLZUOZdA/black#34,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation,"(1100, 1200]"
6RkwB,3r4/ppk2p2/2P2b2/6r1/8/1P3BP1/P1K1RP2/3R4 b - - 0 35,d5c6 g5c5 c2b1 d8d1,1104,75,100,91,deflection endgame mate mateIn2 short,https://lichess.org/MyLyDzA9#69,,"(1100, 1200]"
70SWN,8/1b2kp2/4pNp1/4P3/1p1R1PQ1/7P/6PK/1qr5 b - - 0 40,d3d4 c1h1 h2g3 b1e1,1104,75,100,113,endgame mate mateIn2 short,https://lichess.org/Dg9FV50E#79,,"(1100, 1200]"
8Pm8I,rnb2rk1/pp2Q2p/3p2p1/2pP4/q1P5/8/P2N1PP1/b3KB1R w K - 0 16,g7a1 e7h7,1104,77,100,229,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/v2fAbvK1/black#30,Benoni_Defense Benoni_Defense_Hromadka_System,"(1100, 1200]"
ApWL7,1r5k/pp1Q2pp/2n1Nr2/8/2B1pn1q/7P/PPP2P2/2KR3R w - - 2 22,c8b8 d7g7,1104,75,100,154,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/m2aMkBY8/black#42,,"(1100, 1200]"
C9a4o,2k4r/1p4p1/p1n1p1Q1/5p2/5b2/2PPq2P/PP4B1/4RR1K b - - 1 24,a1e1 h8h3 g2h3 e3h3 h1g1 h3h2,1104,75,100,276,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/kXuYHHJx#47,,"(1100, 1200]"
Cy5i0,r5k1/1bp3pp/p3p3/1p1p2q1/3Pn3/2P2QP1/P1r4P/RN3RK1 w - - 0 22,b2c2 f3f7 g8h8 f7f8 a8f8 f1f8,1104,75,100,418,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/cTbVwbUI/black#42,,"(1100, 1200]"
GiBfc,5rk1/5pp1/7p/3Q4/3p1q2/3P1R2/PPr3PP/R6K b - - 1 25,g3f3 c2c1 a1c1 f4c1 f3f1 c1f1,1104,75,100,255,endgame long mate mateIn3,https://lichess.org/03THQmll#49,,"(1100, 1200]"
GvS18,R7/1P6/P5p1/8/6pk/1r2P3/6PK/8 b - - 1 50,a7a8 g4g3 h2g1 b3b1,1104,76,100,405,endgame mate mateIn2 rookEndgame short,https://lichess.org/dIktRY2N#99,,"(1100, 1200]"
HCXtT,1r6/2pq1ppk/8/p1p2P1P/P1PbP3/1R1P1N2/K1Q5/5R2 b - - 0 33,b1b3 d7a4 b3a3 a4c2,1104,76,100,1212,mate mateIn2 middlegame short,https://lichess.org/b2Re9p4F#65,,"(1100, 1200]"
12WKy,8/5pk1/6p1/8/5PKP/1r6/R7/8 b - - 0 49,a7a2 f7f5 g4g5 b3g3,1105,74,100,153,endgame mate mateIn2 rookEndgame short,https://lichess.org/FoIlzpwa#97,,"(1100, 1200]"
1mR5Q,2k2r2/p4qpp/4p3/2ppQ3/3p4/1N6/PPP3PP/4R1K1 b - - 0 21,e2e5 f7f2 g1h1 f2f1 e1f1 f8f1,1105,76,100,59,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/6mH4goUo#41,,"(1100, 1200]"
1vhWW,2r3k1/2q3pn/7p/p2p4/Pn1Q2PP/1N1N4/5P2/1K1R3R b - - 0 30,d2b3 c7c2 b1a1 c2a2,1105,75,100,162,fork mate mateIn2 middlegame short,https://lichess.org/IFraNZZa#59,,"(1100, 1200]"
3FEzU,q4rk1/pbrn1Nbp/4p3/3nP1Np/3p4/3B4/P1PB2PP/R4RK1 w - - 0 19,g6h5 d3h7,1105,75,100,237,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CxOVix90/black#36,Modern_Defense Modern_Defense_Pseudo-Austrian_Attack,"(1100, 1200]"
3yKUc,3q1k2/8/4P1Qp/1p4p1/1R6/6PK/7P/2q5 w - - 2 51,g8f8 g6f7,1105,75,100,63,endgame mate mateIn1 oneMove,https://lichess.org/UxNzrcp8/black#100,,"(1100, 1200]"
6Ss3k,5rk1/pp1bppbp/3p1np1/4n3/3NP2P/1Bq1BP2/P1PQ2P1/2KR3R b - - 1 15,e2d2 c3a1,1105,76,100,737,mate mateIn1 middlegame oneMove,https://lichess.org/3WBylrzO#29,Sicilian_Defense Sicilian_Defense_Dragon_Variation,"(1100, 1200]"
7WTvl,r2qr1k1/pp6/6B1/8/6P1/2b5/P2N2P1/2K4Q w - - 0 25,g7c3 h1h7 g8f8 h7f7,1105,77,100,65,mate mateIn2 middlegame short,https://lichess.org/IvWBhcr0/black#48,,"(1100, 1200]"
7s2Fk,2kr3r/2pb4/pnnqp2b/2N2p2/3P4/P4N2/1P2QP1P/1K1R2R1 w - - 0 23,b7a6 e2a6 c8b8 a6b7,1105,75,100,122,mate mateIn2 middlegame queensideAttack short,https://lichess.org/N9q1ek5D/black#44,,"(1100, 1200]"
94fj7,2kr3r/ppq2pp1/2p1pnp1/2BP4/3P4/3B4/PP3PPP/R2Q1RK1 b - - 0 16,c4d5 c7h2,1105,77,100,415,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DUylvnv4#31,Scandinavian_Defense Scandinavian_Defense_Main_Line,"(1100, 1200]"
AdTqx,rn2rk2/pp3p1Q/3p2p1/6q1/4Rb2/3B4/bp4PP/1R4K1 w - - 0 22,e5f4 h7h8,1105,75,100,920,mate mateIn1 middlegame oneMove,https://lichess.org/xVwVRg4j/black#42,,"(1100, 1200]"
B9H98,r3r3/pp3p1p/1np5/3kB3/3Pb3/6PB/P2P3P/2R1R1K1 w - - 16 22,c2e4 c1c5,1105,78,100,228,mate mateIn1 middlegame oneMove,https://lichess.org/kCxeAaT1/black#42,,"(1100, 1200]"
DryaB,rn2k2N/ppp1b2p/5n2/8/3qp1b1/4Q3/PPP2PPP/RNB1KB1R b KQq - 1 11,g3e3 d4d1,1105,96,100,35,mate mateIn1 middlegame oneMove,https://lichess.org/wq5vJZBt#21,Latvian_Gambit Latvian_Gambit_Other_variations,"(1100, 1200]"
DuUDF,1q1k4/p5Q1/5R2/2p1n2p/3bP1b1/3P4/P5P1/7K w - - 5 33,e7d8 f6f8,1105,75,100,923,endgame master mate mateIn1 oneMove,https://lichess.org/b9w5fZ6N/black#64,,"(1100, 1200]"
FapcW,r1B5/4R1bk/p1p3p1/5pBp/P7/1QPq2P1/7P/RN5K b - - 0 25,e6c8 d3f1,1105,75,100,274,mate mateIn1 middlegame oneMove,https://lichess.org/n2PNpuyV#49,,"(1100, 1200]"
Gjtmm,rnb2rk1/pp2qppp/2p5/7Q/2P1Nn2/3B1N2/PP3PPP/2KR3R w - - 4 15,e6f4 e4f6 g7f6 h5h7,1105,75,100,173,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ZvHQMKb9/black#28,Russian_Game Russian_Game_Modern_Attack,"(1100, 1200]"
H4XMS,8/8/4Pk1K/p1P2P2/1p4r1/4R3/6P1/8 b - - 4 49,b3e3 g4h4,1105,75,100,1239,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tDUYnI5O#97,,"(1100, 1200]"
HLfVW,r1bq1rk1/bp1p1ppp/p3p3/4n1N1/2B1N3/3Q4/PP3PPP/R4RK1 w - - 0 14,g6e5 e4f6 g7f6 d3h7,1105,75,100,120,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ouex2shv/black#26,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,"(1100, 1200]"
19Yuh,8/pp3R1p/2k5/2P5/5N2/P2b1nP1/4r2P/3R3K b - - 10 34,g1h1 e2h2,1106,75,100,576,arabianMate endgame mate mateIn1 oneMove,https://lichess.org/HbUyVwXq#67,,"(1100, 1200]"
2NuAW,2kr2nr/Qpp2pp1/2p1b3/6qp/4P3/2N5/PPP3PP/R3KB1R b KQ - 0 12,f2a7 g5d2,1106,77,100,134,mate mateIn1 middlegame oneMove,https://lichess.org/rDcKR0ig#23,Scotch_Game Scotch_Game_Classical_Variation,"(1100, 1200]"
2Ty4Q,r5k1/1b1n2pp/1p1p2n1/qPpPp3/1RP1Pp2/2QB1P2/4NBPP/1KR5 b - - 0 23,b2b4 a5a2,1106,74,100,257,mate mateIn1 middlegame oneMove,https://lichess.org/ZOfCVEoW#45,,"(1100, 1200]"
3B3if,6r1/ppq2p1k/1np1p2p/5b1N/3P1P2/1BP2K2/PP6/6Q1 w - - 1 32,d8g8 h5f6 h7h8 g1g8,1106,78,100,219,fork mate mateIn2 middlegame short,https://lichess.org/m8qLCdzg/black#62,,"(1100, 1200]"
4KsWB,r1b1k3/pp1p1nbp/4p1p1/2P2p2/2P2N2/1Pq2N2/n1Q1PPPP/1K1R1B1R b q - 1 16,e4c2 c3a1,1106,75,100,183,mate mateIn1 middlegame oneMove,https://lichess.org/3U6ZNirg#31,English_Opening English_Opening_Symmetrical_Variation,"(1100, 1200]"
6QPbF,3B2k1/pp4pp/4p3/2p4r/3nNq2/6Q1/PPP2PP1/R4RK1 b - - 4 22,d3g3 d4e2,1106,74,100,755,mate mateIn1 middlegame oneMove,https://lichess.org/iloQCRGN#43,,"(1100, 1200]"
6rgUz,r1bq1r2/pp3pk1/3p4/3PpPbQ/2PpB3/3P2P1/PP6/R4RK1 w - - 0 19,f6g5 f5f6 g5f6 h5h7,1106,74,100,275,mate mateIn2 middlegame short,https://lichess.org/P1UV197K/black#36,English_Opening English_Opening_Symmetrical_Variation,"(1100, 1200]"
8Q1CJ,r1b1kb1N/ppp3pp/1q6/3Q4/PPn1nP2/2P5/6PP/RNB1RK2 b q - 2 16,g1f1 b6f2,1106,76,100,160,mate mateIn1 middlegame oneMove,https://lichess.org/K4n9PrJA#31,Italian_Game Italian_Game_Paris_Defense,"(1100, 1200]"
8vJ2Z,3qrr2/5pk1/4p1p1/6Rp/p2n3P/P5R1/5PP1/1Q4K1 w - - 0 35,b3d4 g5g6 f7g6 b1g6 g7h8 g6h5,1106,87,100,26,long mate mateIn3 middlegame sacrifice,https://lichess.org/wVizj2Zf/black#68,,"(1100, 1200]"
92vTw,4r1r1/5p1k/p4Q2/5pPp/8/8/qP4PP/3R3K w - - 0 30,g6f5 f6h6,1106,105,100,30,endgame mate mateIn1 oneMove,https://lichess.org/D6MV9Fjn/black#58,,"(1100, 1200]"
AJyd3,r6r/1b2qp1k/p4p1p/4p3/3p4/7R/PPPQ1PPP/RN4K1 w - - 2 21,f8h8 d2h6 h7g8 h6h8,1106,77,100,154,mate mateIn2 middlegame short,https://lichess.org/qxkhk3Sd/black#40,,"(1100, 1200]"
BRSq5,7k/3R2pp/r2p4/p1p5/2BbP3/3P1r2/P1P3KP/8 w - - 0 25,f8f3 d7d8 f3f8 d8f8,1106,76,100,78,backRankMate endgame mate mateIn2 short,https://lichess.org/qN0ScnFc/black#48,,"(1100, 1200]"
CQ9T8,2r3k1/1b3ppp/p1q2n2/1p6/3p4/P2BP2P/1P1QNPP1/2R3K1 b - - 1 23,c3e2 c6g2,1106,75,100,243,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BZUKWzIc#45,,"(1100, 1200]"
DjVf5,5rk1/p6p/1pQ1p1p1/2p1P3/8/8/PPPq2PP/R5K1 b - - 1 23,e4c6 d2f2 g1h1 f2f1 a1f1 f8f1,1106,75,100,94,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/I9mESvZh#45,,"(1100, 1200]"
E3qQY,2k4r/8/p2p1np1/P1pP4/2P1p1P1/6R1/1Q3PKN/1R5r b - - 0 35,f1h2 h8h2,1106,75,100,443,mate mateIn1 middlegame oneMove,https://lichess.org/GEtJdJBA#69,,"(1100, 1200]"
HYixJ,2q5/4kpp1/6p1/3BP1P1/2Q2P1K/6P1/8/8 b - - 0 40,c3c4 c8h8 h4g4 h8h5,1106,81,100,41,endgame mate mateIn2 short,https://lichess.org/fKKBIrsW#79,,"(1100, 1200]"
HuA2k,r1b2bkr/pp2pqp1/1nnpP2p/6N1/3P4/8/PP3PPP/RNB1K2R w KQ - 0 13,e8f7 e6f7,1106,75,100,299,advancedPawn kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/x5Ue9o19/black#24,Sicilian_Defense Sicilian_Defense_Alapin_Variation,"(1100, 1200]"
0aAvo,2kr4/1p3P1p/p3p3/2b5/P2q4/3P1RpP/1P2Q1P1/RN3K2 b - - 2 24,d1e2 d4g1,1107,76,100,212,mate mateIn1 middlegame oneMove,https://lichess.org/Kpqrv9G6#47,,"(1100, 1200]"
1MCeC,k3r3/pp2r3/2n2Q2/2Np4/1P1P3B/2P2NbP/P4qP1/R6K b - - 0 30,g5h4 e7e1 f3e1 e8e1 a1e1 f2e1 f6f1 e1f1,1107,77,100,142,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/sQi9CGBK#59,,"(1100, 1200]"
2LGEJ,5k2/p4p2/1bQ4p/8/5Pp1/1P4P1/3r3P/7K b - - 3 32,g2h1 d2d1 h1g2 d1g1,1107,75,100,132,endgame mate mateIn2 short,https://lichess.org/mCb58Vjt#63,,"(1100, 1200]"
2XffT,rn2k3/1b1pnNpr/ppq1p3/2p1P2p/P1B5/2N5/1PP3PP/R1BQ1RK1 b q - 0 14,e4e5 c6g2,1107,103,100,50,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/hRB82g2r#27,Sicilian_Defense Sicilian_Defense_Closed,"(1100, 1200]"
