PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D
6gRCJ,r7/1pq1ppk1/p3n1p1/3pNb1r/3P3P/P3QPN1/1PP5/2KR3R b - - 6 25,e2g3 c7c2,505,85,100,370,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/dwY7lx1g#49,,"(500, 600]",c7c2,a8g8,c7c2,a8a7,c7c8
6zcnx,4r1k1/7p/p4Bp1/1p2qp2/P1b4Q/2P5/5PPP/2R3K1 b - - 3 32,g5f6 e5e1 c1e1 e8e1,505,85,100,152,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/d4RrEOe0#63,,"(500, 600]",e5e1,e5e1,e5e3,f5f4,e8e6
7FzJ4,rn4k1/pp3pp1/2p1r2p/3pP3/3P2PQ/2P5/P1B4R/qN1K4 w - - 1 21,e8e6 h4d8 e6e8 d8e8,505,84,100,279,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/oDmxWfpA/black#40,,"(500, 600]",h4d8,h4e1,h2f2,h4d8,d1d2
8UylW,1k1r4/pppr2pp/2nq1n2/8/2N1p3/PB2Q2P/1PP1NPP1/2KR3R b - - 5 17,d2c4 d6d1 h1d1 d7d1,505,90,100,208,mate mateIn2 middlegame queensideAttack short,https://lichess.org/fumcERnB#33,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations,"(500, 600]",d6d1,f6e8,d6a3,d6d1,a7a6
AG4h1,3k4/RP5p/2R3p1/4Ppb1/8/1r1p2PP/8/3K4 b - - 1 42,e2d1 b3b1 c6c1 b1c1,505,86,100,307,endgame mate mateIn2 short,https://lichess.org/DZTXA035#83,,"(500, 600]",b3b1,d3d2,b3b6,g5f4,b3b1
DvcP5,4k3/4P3/3PK3/7p/8/7P/8/p7 w - - 0 56,a2a1q d6d7,505,85,100,86,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/n5LUauwS/black#110,,"(500, 600]", d6d,d6d7,e6d5,h3h4,e6e5
EvRCP,r7/4q2k/4p2b/1pNbPp1p/pP1P3Q/B1P1P3/5RP1/6RK b - - 0 33,h3h4 e7h4,505,83,100,126,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GzdZa74v#65,,"(500, 600]",e7h4,h6g5,e7f7,e7d8,e7h4
FI997,k2r4/p5p1/1pp4p/4Rn2/N2r4/1Q3R2/PP3PPP/6K1 b - - 0 34,e1e5 d4d1 b3d1 d8d1 e5e1 d1e1,505,90,100,217,backRankMate long mate mateIn3 middlegame,https://lichess.org/1GR3qNrc#67,,"(500, 600]",d4d1,d4b4,d4g4,d4d1,g7g5
GXNTy,r1br4/1kp2Q1p/pp2pp2/8/1b1P4/3qBN2/PPR2PPP/RK6 w - - 12 21,h8d8 f7c7,505,83,100,116,mate mateIn1 middlegame oneMove,https://lichess.org/X0nZmVMM/black#40,,"(500, 600]",f7c7,g2g3,f7c7,f7h7,f3e1
H07pu,6k1/3r1p2/1p4p1/p4b2/8/1PB5/PK6/4R3 w - - 3 42,e4f5 e1e8 g8h7 e8h8,505,83,100,235,endgame mate mateIn2 short,https://lichess.org/fJwfTEZR/black#82,,"(500, 600]",e1e8,c3g7,e1f1,e1h1,e1e8
IOM7K,2r5/8/8/4n3/8/7R/PP1k4/1KR5 b - - 0 48,g1c1 c8c1,505,97,100,188,endgame mate mateIn1 oneMove,https://lichess.org/JSBkgwgb#95,,"(500, 600]",c8c1,c8c7,e5d7,c8c1,c8g8
1Vuuh,1q4k1/5ppp/r1p1pn2/2Ppn3/3P4/2N1P3/5PPP/1R4K1 w - - 0 21,c7b8 b1b8 f6e8 b8e8,506,84,100,211,backRankMate endgame mate mateIn2 short,https://lichess.org/b9SzlqRh/black#40,,"(500, 600]",b1b8,h2h3,e3e4,b1b8,c3d1
29Q42,r5k1/pp4p1/1b2q2p/3pB3/8/P5QP/1P3PP1/R5K1 w - - 0 36,f7e6 g3g7,506,84,100,143,endgame mate mateIn1 oneMove,https://lichess.org/yn5ul7O0/black#70,,"(500, 600]",g3g7,e5c7,g3g7,g3g4,g3h2
2RzPl,r1b2rk1/1pq2p1p/2p1p1p1/p7/3NP1n1/1PN5/P2BQPPP/2R2RK1 b - - 0 15,f3d4 c7h2,506,97,100,165,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/c8qRQfxy#29,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,"(500, 600]",c7h2,g8h8,c7h2,e6e5,g4e5
4qzuT,3r2k1/3r1pp1/2q4p/p7/2P5/1P5b/P1Q1R1P1/4R2K w - - 0 29,e6h3 e2e8 d8e8 e1e8,506,98,100,206,mate mateIn2 middlegame short,https://lichess.org/X30SdJTr/black#56,,"(500, 600]",e2e8,e2e8,c2c1,c2d3,e2e5
5iiiU,2k5/8/5B1p/1B6/5p2/R6P/5nPK/2r5 b - - 0 52,a7a3 c1h1,506,83,100,326,endgame mate mateIn1 oneMove,https://lichess.org/7TQs1X9w#103,,"(500, 600]",c1h1,c8c7,c1c5,c1h1,c1c3
6WqLO,6k1/q4ppp/1r2pn2/N2p4/1P1P4/P3P1P1/5PP1/2R3K1 w - - 0 27,a6b6 c1c8 f6e8 c8e8,506,84,100,200,backRankMate endgame mate mateIn2 short,https://lichess.org/09Ar4AI0/black#52,,"(500, 600]",c1c8,c1c2,c1c3,c1c8,c1f1
73Mmp,r4rk1/ppp1npp1/1bn4p/4p3/3P2q1/P1NQB3/1P3P1P/RB3R1K w - - 0 17,d6e5 d3h7,506,90,100,222,mate mateIn1 middlegame oneMove,https://lichess.org/fe3oVkJ5/black#32,Italian_Game Italian_Game_Classical_Variation,"(500, 600]",d3h7,d3e2,d3h7,b2b3,f1g1
7Gbye,8/8/8/P2R2R1/r7/5k2/5P1P/5K2 b - - 0 50,g7g5 a4a1 d5d1 a1d1,506,83,100,51,endgame mate mateIn2 rookEndgame short,https://lichess.org/jyF7eK7K#99,,"(500, 600]",a4a1,a4a3,f3e4,a4a1,a4f4
7PZHa,k6r/pp6/3Qpp2/7p/3R1Pp1/2P4P/PP2qPK1/8 w - - 2 31,b8a8 d6d8 h8d8 d4d8,506,101,100,175,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/ANMUUUfQ/black#60,,"(500, 600]",d6d8,d6d8,d4e4,d6c6,d6d5
ATTE9,2r3k1/3p3p/4p1p1/P2p4/3b1R2/PP6/R5PP/7K b - - 0 28,c2b3 c8c1 f4f1 c1f1,506,83,100,85,backRankMate endgame mate mateIn2 short,https://lichess.org/8MLqkHVh#55,,"(500, 600]",c8c1,d4e5,c8c1,c8f8,d4f2
0Lo4G,r1bq1rk1/1ppn1pp1/p3p2p/n2pP3/3P4/2PQ1N2/PPB2PPP/R4RK1 w - - 2 15,b3a5 d3h7,601,168,100,20,mate mateIn1 middlegame oneMove,https://lichess.org/xDNI59T6/black#28,Horwitz_Defense Horwitz_Defense_Other_variations,"(600, 700]",d3h7,c2b1,d3h7,a1c1,a1b1
2F0dV,r3kb2/p1q3p1/2p1p1p1/5p1N/6n1/P6P/1BPP1PP1/R2Q1RK1 b q - 0 18,f4h5 c7h2,601,80,100,356,mate mateIn1 middlegame oneMove,https://lichess.org/VSbdtJyN#35,Scandinavian_Defense Scandinavian_Defense_Main_Line,"(600, 700]",c7h2,f8d6,c7b7,e8e7,c7h2
3WrOS,8/5Q2/p2kB2p/1pp5/4qP2/2P4P/PP1r2P1/6K1 w - - 5 35,e7d6 f7d7,601,77,100,315,endgame mate mateIn1 oneMove,https://lichess.org/Ln4w6cPp/black#68,,"(600, 700]",f7d7,g1h1,g2g3,g1h2,f7d7
4tkL6,5r1k/6pp/8/2pNq3/2p5/3PP1P1/P6P/5RK1 w - - 0 31,d8f8 f1f8,601,95,100,31,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/zVYAZAYJ/black#60,,"(600, 700]",f1f8,h2h3,f1f8,f1f6,a2a3
5ZWlQ,R6Q/2p1rkp1/1p1p1pq1/3P4/1Pb3P1/5P1P/8/7K w - - 0 46,f1c4 a8f8,601,81,100,45,endgame mate mateIn1 oneMove,https://lichess.org/Mj1Q7B0f/black#90,,"(600, 700]",a8f8,h8h4,a8f8,h8e8,a8a3
5fTad,1r3k2/5p1p/p3p3/2qp3Q/8/1P4P1/P4R1P/6K1 w - - 0 29,d4c5 h5f7,601,79,100,401,endgame mate mateIn1 oneMove,https://lichess.org/XZykA72l/black#56,,"(600, 700]",h5f7,g3g4,h5g4,a2a3,h5f7
6J4Ra,6k1/p4qb1/1p6/2p1p3/8/1P1Q4/PBPPn1PP/5R1K b - - 0 29,b1f1 f7f1,601,79,100,334,endgame mate mateIn1 oneMove,https://lichess.org/XDBq3DHT#57,,"(600, 700]",f7f1,f7f1,g7h6,f7f8,g8h8
6qDZ0,6k1/5p2/p3pBp1/3n4/PR5P/2P2bK1/1P3P2/7r w - - 10 38,f4d5 b4b8 g8h7 b8h8,601,78,100,165,endgame mate mateIn2 short,https://lichess.org/vEhoMAve/black#74,,"(600, 700]",b4b8,c3c4,b4d4,b4b6,b4b8
8ICfP,2rr2k1/5ppp/p7/1p1Q4/1n2p3/1P2P3/1qP1K1PP/3RN2R w - - 0 25,a1b2 d5d8 c8d8 d1d8,601,83,100,167,backRankMate mate mateIn2 middlegame short,https://lichess.org/lAd0BFSB/black#48,,"(600, 700]",d5d8,d5c6,d5d8,d5e4,d5c4
8Z6fF,6k1/5p1p/p5p1/8/2q5/P2R2Pb/1R3Q1P/6K1 b - - 0 27,d2b2 c4c1 d3d1 c1d1 f2e1 d1e1,601,81,100,155,endgame long mate mateIn3,https://lichess.org/okYJsrfe#53,,"(600, 700]",c4c1,c4d4,c4c1,c4b4,c4e6
D9nhh,2q3k1/4p2p/3p1ppB/3Pn3/4P3/1r3P1P/6P1/2R4K w - - 0 35,b8c8 c1c8 g8f7 c8f8,601,91,100,259,endgame mate mateIn2 short,https://lichess.org/giwGmetG/black#68,,"(600, 700]",c1c8,c1c2,c1d1,c1c8,c1c4
HDRoz,3r2k1/p4p1p/8/2p2bb1/7P/5B2/PP2NPP1/5K1R b - - 0 24,h2h4 d8d1,601,82,100,770,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/uWeYb6qN#47,,"(600, 700]",d8d1,d8d1,h7h6,d8d3,d8d4
HRZlg,2r2r1k/pb2Q1pp/1p6/8/3N4/2PP4/P5RP/7K b - - 0 25,g1g2 f8f1,601,80,100,198,endgame mate mateIn1 oneMove pin,https://lichess.org/olQmk8eh#49,,"(600, 700]",f8f1,a7a6,h8g8,f8f1,c8a8
I77z0,rnb1kr2/pppp1pQp/4p2B/4P3/4n3/2PB4/1q3PPP/R3K1NR w KQq - 0 12,b4b2 g7f8,601,80,100,341,mate mateIn1 oneMove opening,https://lichess.org/8YiG06oJ/black#22,Indian_Defense Indian_Defense_Other_variations,"(600, 700]",g7f8,d3a6,c3c4,g7f8,a1a7
Iclpl,8/p1pkn1pp/3pp3/4P3/8/2N3Pq/PP1P3P/R1B1bQ1K b - - 0 18,g2f1 h3f1,601,83,100,65,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/6PF0Rbn1#35,Italian_Game Italian_Game_Blackburne-Kostic_Gambit,"(600, 700]",h3f1,h3f1,d7c8,h3h4,d7d8
IiY0s,4r2k/p5p1/P2p2Qp/1PpP4/1qP2p2/5P2/6PP/2R3K1 b - - 2 33,c2g6 e8e1 c1e1 b4e1,601,80,100,320,endgame mate mateIn2 short,https://lichess.org/mcj9lO8Q#65,,"(600, 700]",e8e1,e8a8,e8b8,e8e1,b4b5
0XeFg,2r4k/pp4pp/4Qp2/6B1/8/8/P4qPP/7K w - - 0 24,a8c8 e6c8,602,89,100,135,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/Z32KucV5/black#46,,"(600, 700]",e6c8,g5d2,e6c8,g5c1,e6e3
0uXyI,5k2/6p1/5pb1/1p1p4/1P1P1KP1/4P1PB/P1r5/R7 b - - 2 40,f3f4 c2f2,602,78,100,93,endgame mate mateIn1 oneMove,https://lichess.org/VAAaJxML#79,,"(600, 700]",c2f2,c2c3,c2e2,c2b2,c2f2
12z46,6k1/1b3pp1/p2pp2p/1p6/4PP1Q/3q2N1/PR4PP/7K b - - 0 25,b1b2 d3d1 g3f1 d1f1,602,79,100,332,endgame mate mateIn2 short,https://lichess.org/MeBfd9X3#49,,"(600, 700]",d3d1,d3d1,g7g6,d6d5,d3d5
1NhwS,8/ppp3k1/3p2pp/3P4/2P1R3/1P2pB2/r5PP/6K1 b - - 1 36,d4e4 a2a1 f3d1 a1d1,602,80,100,231,endgame mate mateIn2 short,https://lichess.org/bx5i7lyg#71,,"(600, 700]",a2a1,g7f7,a2a1,g7h7,c7c5
1R4p3,2r3k1/p3R2p/1p4p1/3p1p2/3N2B1/4P3/PP3PPP/6K1 b - - 0 21,b7e7 c8c1 g4d1 c1d1,602,91,100,37,backRankMate endgame mate mateIn2 short,https://lichess.org/1363EXpp#41,,"(600, 700]",c8c1,c8f8,c8c3,h7h5,c8c1
1iKm9,5k2/3r3p/4K2P/6p1/5b2/2R5/pp6/8 w - - 0 53,d2d7 c3c8 d7d8 c8d8,602,80,100,397,endgame mate mateIn2 short,https://lichess.org/mHm45kTA/black#104,,"(600, 700]",c3c8,c3c8,c3c1,c3c6,c3c4
3dqY3,r7/p6R/2r3p1/3p1p2/2pPkP2/2P1P2R/2K5/8 w - - 4 41,f3e4 h7e7 c6e6 e7e6,602,82,100,189,endgame mate mateIn2 rookEndgame short,https://lichess.org/3Rw6XdaU/black#80,,"(600, 700]",h7e7,h7h5,h7f7,c2c1,h7e7
4AUPr,r1bq4/1pp3rk/1b1p4/p6n/4P3/PB1P3P/1PP3P1/R1BQ1R1K w - - 0 19,f6h5 d1h5,602,81,100,672,mate mateIn1 middlegame oneMove,https://lichess.org/7C9hhSrI/black#36,Vienna_Game Vienna_Game_Max_Lange_Defense,"(600, 700]",d1h5,d1h5,d1e1,a1b1,f1f5
4p6XK,8/5pk1/5p2/7p/1R1N3P/2rpPbP1/3R1P2/4K3 b - - 0 41,b1b4 c3c1 d2d1 c1d1,602,89,100,99,endgame mate mateIn2 short,https://lichess.org/enBJvNGt#81,,"(600, 700]",c3c1,f3g4,c3c1,g7h8,g7g6
4vFue,1r3knr/N3ppbp/3p1qp1/2p5/4PP2/4B3/P1P3PP/RR4K1 w - - 0 18,a8b8 b1b8,602,92,100,201,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/xIveqCVm/black#34,Sicilian_Defense Sicilian_Defense_Closed,"(600, 700]",b1b8,b1b8,a2a4,g1f1,e3f2
6CpGD,8/p2r1p2/2B2kpp/R7/8/1Pn4P/P4PP1/4K3 b - - 7 38,f3c6 d7d1,602,82,100,71,endgame mate mateIn1 oneMove,https://lichess.org/dTM24hJb#75,,"(600, 700]",d7d1,g6g5,d7d1,a7a6,c3b5
6gxW7,3r1r1k/2p3pp/8/p1P5/2B2P2/1P6/P1P1bRPP/R1B3K1 b - - 0 23,d4c5 d8d1 f2f1 d1f1,602,78,100,280,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6UygmQVC#45,,"(600, 700]",d8d1,f8g8,d8d1,d8b8,f8f6
7f3OZ,2k1r2r/pp1n2pp/2pb2Q1/3p4/8/1BN4P/PPP2PP1/R1B1R1K1 b - - 0 18,e6g6 e8e1,602,80,100,113,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Od3KN5zQ#35,Bishops_Opening Bishops_Opening_Ponziani_Gambit,"(600, 700]",e8e1,a7a6,h8f8,d6c7,e8e1
7tfIE,3N4/8/3p1kp1/KP1np3/7p/8/2r5/4R1N1 b - - 0 46,b4b5 c2a2,602,82,100,223,anastasiaMate endgame mate mateIn1 oneMove,https://lichess.org/JxeMOYPx#91,,"(600, 700]",c2a2,e5e4,d5e3,c2f2,c2a2
9W1Zf,r1bqkb1r/1p3ppp/p1n1p1n1/3pP1N1/5QP1/2P4P/PP2BP2/RNB2RK1 w kq - 3 13,e7g6 f4f7,602,82,100,75,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/TTa0Nc4g/black#24,Sicilian_Defense Sicilian_Defense_OKelly_Variation,"(600, 700]",f4f7,f4e4,f2f3,c1e3,f4f7
A4myG,1r3rk1/7R/pq1pNpP1/2nQp3/8/8/PPP1BPP1/1K1R4 b - - 0 24,f4e6 b6b2,602,82,100,348,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/69fZ9MOo#47,,"(600, 700]",b6b2,b6b2,b8c8,b6d8,c5b7
AXnOc,2k4r/ppp2pp1/8/6q1/7p/2N1nN2/PPP1BPP1/R3R1K1 b - - 3 18,d4f3 g5g2,602,85,100,304,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/f2CvQszQ#35,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit,"(600, 700]",g5g2,b7b5,g5f6,g5d5,g5g2
Avi0C,6k1/1r3bp1/7p/6N1/8/8/1P1n1PPP/2R3K1 w - - 0 28,b8b7 c1c8 f7e8 c8e8,602,80,100,114,endgame mate mateIn2 short,https://lichess.org/uV4lUuh1/black#54,,"(600, 700]",c1c8,g5f7,c1c8,c1c3,c1e1
AyNkV,r1b2rk1/pp3pp1/1q2p2p/8/3nQ3/2NB2P1/PPP2PP1/2KR3R w - - 4 18,e8g8 e4h7,602,79,100,139,mate mateIn1 middlegame oneMove,https://lichess.org/dOlTUJsM/black#34,Horwitz_Defense Horwitz_Defense_Other_variations,"(600, 700]",e4h7,e4h7,d3f1,d3e2,c1d2
E77W8,r1b2rk1/3qbppp/p3p3/4P1N1/2Bn4/8/1PQB1PPP/2R2RK1 w - - 0 17,c6d4 c2h7,602,79,100,195,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/h0wKI6Za/black#32,Slav_Defense Slav_Defense_Slav_Gambit,"(600, 700]",c2h7,c2h7,c2b1,c1b1,g2g3
Ey2qJ,k5r1/1p1qP3/p4Q2/8/8/5P2/P3R2P/7K b - - 4 35,g2h1 d7d1 e2e1 d1e1,602,85,100,173,endgame fork mate mateIn2 short,https://lichess.org/Ed7ewkBG#69,,"(600, 700]",d7d1,d7d1,g8g3,g8e8,d7e8
Gk6fT,k2rq2r/Pppb4/2np2pb/3Np2p/1pP1P3/Q7/1P2NPPP/R4RK1 w - - 1 22,b8a8 d5c7,602,77,100,403,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/GZW6tocy/black#42,,"(600, 700]",d5c7,e2g3,d5c7,g1h1,b2b3
GmS0d,1rb2q1k/6pp/p7/1ppBr3/8/4P1N1/PPP3PP/2KR1R2 w - - 0 20,e7f8 f1f8,602,87,100,44,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/SIU30WfW/black#38,,"(600, 700]",f1f8,g3e4,e3e4,f1f4,f1f8
Hl2uQ,r1bq1rk1/pp3ppp/2n5/3ppN2/4n1Q1/P1B5/1PP2PPP/R3KB1R w KQ - 0 11,d7d5 g4g7,602,85,100,314,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/9JJRCGS6/black#20,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation,"(600, 700]",g4g7,e1d1,g4g7,g4h3,f5g3
HrAb1,3r1bnr/1kp2ppp/p3p3/4N3/2B3b1/8/PPP2PPP/R1BNK2R b KQ - 1 12,f3e5 d8d1,602,84,100,568,mate mateIn1 oneMove opening,https://lichess.org/FMRK1KRU#23,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,"(600, 700]",d8d1,d8d2,d8d1,g4d1,f8b4
I8aVe,N1r3k1/1b2b1pp/ppqp4/4Np2/4nB2/P3P3/1PP1BPPP/2KRQ2R b - - 0 17,f3e5 c6c2,602,90,100,50,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/AWbCiFAS#33,Dutch_Defense Dutch_Defense_Raphael_Variation,"(600, 700]",c6c2,b7a8,c6c2,e4f6,b6b5
ITFr6,4R3/pp1q1rpk/6Np/3P3P/bP1B4/2P3P1/1K6/8 w - - 1 41,g4d7 e8h8,602,79,100,558,endgame hookMate mate mateIn1 oneMove,https://lichess.org/zr1xcqd2/black#80,,"(600, 700]",e8h8,b2b1,e8e4,e8e5,e8h8
0sHTw,r3kb1r/1p1n1pp1/p1n1p1p1/3pP3/B2P3q/2N1B3/PP3PPP/R2Q1RK1 b kq - 5 14,c1e3 h4h2,603,87,100,66,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OIFrKE9H#27,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,"(600, 700]",h4h2,h8g8,b7b6,h4h2,f8d6
1daca,7k/2p4p/p5p1/1p3q1N/5n2/6KP/PP2R3/8 w - - 0 37,d3f4 e2e8 f5f8 e8f8,603,81,100,782,endgame mate mateIn2 short,https://lichess.org/uTYoqM33/black#72,,"(600, 700]",e2e8,e2e8,e2e3,e2e1,h5f4
2ACx6,r6r/3qkBpp/n1p2n2/1p2p1N1/pP2P1b1/6QP/1PP2PP1/RNB1K2R b KQ - 0 17,a3b4 d7d1,603,80,100,467,mate mateIn1 middlegame oneMove,https://lichess.org/DL0CYlL2#33,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,"(600, 700]",d7d1,g4d1,d7c8,d7d1,d7d2
2Fc1Q,r2q1rk1/1bp2ppp/p3pb2/1p6/1P1P4/P1NQ1N2/5PPP/RB3nK1 w - - 0 18,e7f6 d3h7,603,80,100,112,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eFFICmOm/black#34,Horwitz_Defense Horwitz_Defense_Other_variations,"(600, 700]",d3h7,d3f5,d3h7,c3a4,d3g6
2gGQD,4N2k/Q5p1/r1q4p/8/2pP1P2/6P1/PP6/2K5 w - - 1 39,b6a6 a7g7,603,78,100,167,endgame mate mateIn1 oneMove,https://lichess.org/utNmlCkV/black#76,,"(600, 700]",a7g7,d4d5,g3g4,a7g7,e8c7
2r0dI,2r1r1k1/1p3pq1/p3n1pR/3p4/4p2Q/8/PPP5/1K5R w - - 6 38,c7e6 h6h8 g7h8 h4h8,603,83,100,170,mate mateIn2 middlegame short,https://lichess.org/DgcLJQ7I/black#74,,"(600, 700]",h6h8,h4f4,c2c4,h6h8,h4d8
2xTgw,6k1/1q3ppp/5n2/2p5/4P2P/5P2/2KRB1P1/r6R w - - 0 24,a8a1 d2d8 f6e8 d8e8,603,80,100,363,backRankMate endgame mate mateIn2 short,https://lichess.org/rhDCzzds/black#46,,"(600, 700]",d2d8,h1e1,d2d1,d2d8,d2d7
61TWv,K7/2k5/P7/7p/1R6/7P/8/r7 b - - 2 54,f4b4 a1a6,603,93,100,441,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/HtFdawRj#107,,"(600, 700]",a1a6,a1b1,c7c6,c7d7,a1a6
6fmU3,r4rk1/1pp1npp1/pbPp3p/8/PPB1P2q/2Q5/1B3Pb1/RN3RK1 w - - 0 17,h3g2 c3g7,603,80,100,170,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KJqJLgLx/black#32,Italian_Game Italian_Game_Giuoco_Piano,"(600, 700]",c3g7,c4e2,c4a2,c3g7,c3a3
7m647,r1r1b1k1/pB3p1p/4p1pB/4P3/8/bP3N2/P2R1PPP/1KQ5 b - - 0 29,d1c1 c8c1,603,77,100,114,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/rtWjoJJO#57,,"(600, 700]",c8c1,f7f6,c8c1,g8h8,f7f5
8OAvm,1k6/1pp3pp/p4n2/4pB2/q7/P1P1B3/5PPP/3Q2K1 b - - 0 23,a1d1 a4d1,603,87,100,61,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/5GytsxHR#45,,"(600, 700]",a4d1,a4d1,f6e8,a4a5,a4c2
8fgvN,1n2r1k1/4qp1p/b2b2p1/p2P1B2/Pp6/5N1P/1PQ2PP1/2B1R1K1 b - - 0 22,e4f5 e7e1 f3e1 e8e1,603,92,100,313,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/uwSVuDp8#43,,"(600, 700]",e7e1,e7e1,e7f8,a6b5,b8d7
BObhV,2B3k1/p4ppp/1p6/8/3q4/3n1P1P/PPbQ2P1/K6R b - - 0 25,a6c8 d4b2,603,82,100,89,endgame mate mateIn1 oneMove,https://lichess.org/sCclrj1f#49,,"(600, 700]",d4b2,d4b2,d4f6,c2d1,d3f2
BkIgx,2k1r2r/pp3pp1/2p1p1b1/2qBP3/5PP1/P4R2/1PPBQ3/2KR4 b - - 0 21,c4d5 c5c2,603,79,100,1068,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/LEMoz5Gl#41,,"(600, 700]",c5c2,c5c2,f7f6,c8c7,h8h6
CETM2,r1b2rk1/pp3pbp/3q2p1/1N1p4/1P6/P2BPn1P/2PBQ1P1/R4R1K b - - 3 18,h2h1 d6h2,603,79,100,128,mate mateIn1 middlegame oneMove,https://lichess.org/AXXq1GUi#35,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,"(600, 700]",d6h2,a8b8,d6a6,c8g4,d6h2
Dxasf,r1b1r3/pp3ppk/5R2/n2p2Q1/2p5/2P5/P1P3PP/R1B4K b - - 0 20,f1f6 e8e1 f6f1 e1f1,603,80,100,142,backRankMate mate mateIn2 middlegame short,https://lichess.org/niD7kfrG#39,,"(600, 700]",e8e1,e8e1,e8h8,e8d8,g7f6
F1cVw,3r1r1k/ppp3pB/2np3p/6q1/2PP4/P2Q2Pb/1P3R1P/5RK1 w - - 2 23,g8h8 f2f8 d8f8 f1f8,603,85,100,77,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/OF1VxI18/black#44,,"(600, 700]",f2f8,h7g6,d3e4,d3b3,f2f8
FIhpx,8/1p4k1/3R4/P2P4/3Rp3/6p1/r5P1/6K1 b - - 0 36,b6d6 a2a1 d4d1 a1d1,603,82,100,53,endgame mate mateIn2 rookEndgame short,https://lichess.org/52TUWzxa#71,,"(600, 700]",a2a1,a2e2,g7f7,g7g8,a2a1
GCTJ2,2r4k/1b4bp/2q3p1/8/1N1p4/3Q2B1/PP3PPP/3R2K1 b - - 4 28,a6b4 c6g2,603,80,100,379,mate mateIn1 middlegame oneMove,https://lichess.org/odw1jJPE#55,,"(600, 700]",c6g2,h7h6,c6f6,c6b5,c6g2
GuikB,4k3/1R5p/p3N3/3pP1N1/4r3/1P6/r5PP/6K1 b - - 0 34,f3g5 e4e1,603,77,100,570,endgame mate mateIn1 oneMove,https://lichess.org/P31dXqKB#67,,"(600, 700]",e4e1,a2e2,e4f4,e4e1,a2f2
HBweb,8/1pk5/p1bp3R/2p2p2/8/2P3Q1/PP3P1K/3q4 b - - 5 42,g1h2 d1h1,603,80,100,117,endgame mate mateIn1 oneMove,https://lichess.org/nwvPhuP7#83,,"(600, 700]",d1h1,c6f3,d1h1,c6e4,d1d2
0HAxj,8/8/6p1/5bP1/kpK5/7p/3R4/8 w - - 8 69,a3a4 d2a2,604,78,100,142,endgame mate mateIn1 oneMove,https://lichess.org/MAHpZmNG/black#136,,"(600, 700]",d2a2,d2a2,d2d1,c4d4,d2d4
0lMWd,3r4/p4Bk1/1p4pp/1Np2p2/4p3/P7/1PP2PPP/3R2K1 b - - 0 31,a1d1 d8d1,604,111,100,30,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/m9EqWu96#61,,"(600, 700]",d8d1,d8d1,c5c4,g6g5,d8e8
