PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D,GPT_BestMove
7bvqB,4r2k/2p1q2p/1p3pp1/2pB2B1/8/P1Q5/1PP2PPP/3b2K1 w - - 0 22,e2d1 g5f6 e7f6 c3f6,1003.0,76.0,100.0,470.0,endgame fork mate mateIn2 short,https://lichess.org/OF0RIkjr/black#42,,"(1000, 1100]",g5f6,g5f6,c3c5,g5f4,c3d3,g5f6
7xG7E,r4rk1/pppnqppp/8/1N6/1b2p3/1P2N3/b1PBQPPP/2KR1B1R b - - 0 13,b2b3 b4a3 b5a3 e7a3,1003.0,83.0,100.0,350.0,mate mateIn2 middlegame queensideAttack short,https://lichess.org/roQqrImh#25,Russian_Game Russian_Game_Damiano_Variation,"(1000, 1100]",b4a3,b4c3,f8d8,d7c5,b4a3,d7c5
8P14m,1r2rk2/p5pn/5bQN/3p3P/2p5/2p5/PP1Bq3/R1K3R1 w - - 0 34,d4c3 g6f7,1003.0,75.0,100.0,151.0,mate mateIn1 middlegame oneMove,https://lichess.org/TzOnFocw/black#66,,"(1000, 1100]",g6f7,d2c3,g1g4,g6g4,g6f7,g6f7
9NrVI,r1b2k1r/ppp5/3p2Q1/3PN3/2P1n2q/4P3/PP4BP/RN4K1 w - - 1 18,g7f8 g6f7,1003.0,76.0,100.0,93.0,mate mateIn1 middlegame oneMove,https://lichess.org/uwsy1SJa/black#34,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation,"(1000, 1100]",g6f7,g6f5,b1a3,e5f7,g6f7,g6f7
AT2t6,5rk1/6p1/4p3/2P1P2P/1p1P1q2/pQ3Bb1/P5R1/6RK b - - 4 42,c2g2 f4h4 g2h2 h4h2,1003.0,75.0,100.0,210.0,mate mateIn2 middlegame short,https://lichess.org/6jzBIJll#83,,"(1000, 1100]",f4h4,f8c8,f8f6,f8e8,f4h4,f8f6
Ddfsz,8/8/3RN3/5pbk/4r1p1/6P1/5PK1/8 w - - 12 69,d2g5 e6g7,1003.0,75.0,100.0,95.0,endgame mate mateIn1 oneMove,https://lichess.org/HDE9k10E/black#136,,"(1000, 1100]",e6g7,d6d8,d6d5,e6d8,e6g7,e6g7
E2W3J,8/3R3p/2B3k1/2p1p1P1/2n5/4BP2/rrP5/2K5 w - - 2 35,f7g6 c6e4 g6h5 d7h7,1003.0,82.0,100.0,35.0,deflection endgame mate mateIn2 short,https://lichess.org/dWvut2Hw/black#68,,"(1000, 1100]",c6e4,d7b7,c6e4,c1d1,e3d2,c6e4
Er6iT,2r1r1k1/7p/pp4p1/5pN1/3p1qnQ/2P5/PP5P/1K4R1 w - - 0 32,c7f4 h4h7 g8f8 h7f7,1003.0,75.0,100.0,226.0,mate mateIn2 middlegame short,https://lichess.org/PkZK6c4v/black#62,,"(1000, 1100]",h4h7,h4h7,g1d1,g5h7,a2a3,g5h7
F0eIO,r1bq1rk1/7n/2p4p/p2pB1p1/1b6/2N5/PPQ2PPP/R4RK1 w - - 0 19,f6h7 c2g6,1003.0,76.0,100.0,231.0,mate mateIn1 middlegame oneMove,https://lichess.org/JltBjBw1/black#36,English_Opening English_Opening_Symmetrical_Variation,"(1000, 1100]",c2g6,c2e2,f2f4,c2e4,c2g6,c2g6
GAifK,b5k1/p5pp/3B1p2/2p5/5Q2/2P2PPq/PP2rR1P/6K1 b - - 2 28,f1f2 e2e1 f2f1 e1f1,1003.0,75.0,100.0,372.0,endgame mate mateIn2 short,https://lichess.org/yfDlgy5F#55,,"(1000, 1100]",e2e1,c5c4,e2e5,e2e1,e2e3,e2e1
HPK6V,r1bn1r2/p4k1p/4pB1P/1p1pPP1p/8/2P1q2B/PP6/R5RK w - - 0 30,g6h5 g1g7 f7e8 g7e7,1003.0,76.0,100.0,262.0,mate mateIn2 middlegame short,https://lichess.org/XSqe3Mum/black#58,,"(1000, 1100]",g1g7,f6d8,g1g7,b2b4,h1h2,f6d8
I1bED,r2q4/1b1n1pkp/pp4r1/3ppQN1/P6P/2P5/1P3PP1/R4RK1 w - - 3 22,e6g6 f5f7 g7h8 f7h7,1003.0,77.0,100.0,454.0,mate mateIn2 middlegame short,https://lichess.org/4qAMvxzp/black#42,,"(1000, 1100]",f5f7,f2f4,f5f7,g5e6,f5d3,f5f7
I2SmC,3q4/1p3p1k/p3p1pp/3p4/2rQP3/P5P1/2r3PP/R4RK1 w - - 1 30,c8c4 f1f7 h7g8 d4g7,1003.0,78.0,100.0,145.0,endgame mate mateIn2 short,https://lichess.org/6TQ5Hb76/black#58,,"(1000, 1100]",f1f7,f1f7,d4g7,a1b1,a3a4,f1f7
IRJl7,3rr3/1p3p2/p5p1/2kn2Pp/3N3P/P1PKpP2/1PR4R/8 b - - 6 35,e2d3 d5f4,1003.0,76.0,100.0,247.0,endgame mate mateIn1 oneMove,https://lichess.org/Nk3X3Bt4#69,,"(1000, 1100]",d5f4,e8h8,d8d6,d5f4,f7f5,d5f4
0Xq4y,2r3k1/1R5p/2P2Qp1/8/K7/P7/7P/1r6 b - - 0 61,b4a4 c8a8 b7a7 a8a7,1004.0,76.0,100.0,243.0,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/wJBi3ETJ#121,,"(1000, 1100]",c8a8,b1b4,c8a8,c8e8,b1b6,c8a8
0aSu9,8/1p4B1/2p5/p2p3k/8/Pr1B3r/4K3/6R1 w - - 6 46,h6h5 d3g6 h5h4 g7f6,1004.0,76.0,100.0,169.0,endgame mate mateIn2 short,https://lichess.org/bGQQbVsg/black#90,,"(1000, 1100]",d3g6,d3g6,d3f5,d3e4,g1g5,d3f5
0vQcy,2rqkb1r/3bpppp/8/8/1ppPN3/5N2/PP2QPPP/4KB1R w Kk - 0 15,b5c4 e4d6,1004.0,76.0,100.0,184.0,mate mateIn1 middlegame oneMove pin smotheredMate,https://lichess.org/rS85o6vJ/black#28,Alekhine_Defense Alekhine_Defense_Other_variations,"(1000, 1100]",e4d6,e2d3,e4d6,e2d2,f3d2,e4d6
11RJD,r1br4/p3kppp/1bpNp3/4P3/8/PNqp1Q2/2P2PPP/R4RK1 w - - 0 19,d4d3 f3f7,1004.0,76.0,100.0,676.0,mate mateIn1 middlegame oneMove,https://lichess.org/LnBWz7FH/black#36,French_Defense French_Defense_Advance_Variation,"(1000, 1100]",f3f7,h2h4,f3f7,b3c5,f3h5,f3f7
17qAG,2r4k/p5p1/4r1Qp/8/2p5/3n1RB1/PP2q1PP/5R1K w - - 2 28,e8e6 f3f8 c8f8 f1f8,1004.0,78.0,100.0,53.0,mate mateIn2 middlegame short,https://lichess.org/F04zMjnx/black#54,,"(1000, 1100]",f3f8,f3f8,h2h4,g6e4,f3f2,f3f8
1cVD8,5r1k/6p1/1Q3p1p/8/PP2Pnq1/6P1/1B3P2/4RK2 b - - 5 35,g2f1 g4h3 f1g1 h3g2,1004.0,75.0,100.0,1238.0,endgame mate mateIn2 short,https://lichess.org/dOVakW0l#69,,"(1000, 1100]",g4h3,g4h3,f4d3,g4f3,f8f7,f4d3
28yRp,6k1/1pQ2pp1/p1P4p/8/P1P3PK/1r5P/8/8 b - - 0 36,e7c7 g7g5 h4h5 b3h3,1004.0,76.0,100.0,684.0,deflection endgame mate mateIn2 queenRookEndgame short,https://lichess.org/dRSLRxRM#71,,"(1000, 1100]",g7g5,g7g6,a6a5,b7b5,g7g5,g7g5
2JSsT,rn2r1k1/ppp2ppp/8/1P5b/2P1n3/P2BPq2/1Q3P2/R1B1K1R1 w Q - 0 19,g2f3 b2g7,1004.0,77.0,100.0,412.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QJhSlRwz/black#36,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,"(1000, 1100]",b2g7,b2g7,e1f1,g1g3,b2c3,e1f1
2KaKz,2r2r2/pq3pk1/1p3N1p/1P4n1/2PP4/4P1P1/2QN3P/5RK1 b - - 0 27,e4f6 g5h3,1004.0,75.0,100.0,651.0,mate mateIn1 middlegame oneMove,https://lichess.org/n1QjgZOM#53,,"(1000, 1100]",g5h3,g5h3,b7a8,g5e6,f8g8,g5e6
4aBHO,6k1/4brpp/p3p3/4PB2/8/P2RPK1Q/1qp4P/8 w - - 0 34,c3c2 h3h7 g8f8 h7h8,1004.0,77.0,100.0,50.0,endgame mate mateIn2 short,https://lichess.org/rHH4QI0k/black#66,,"(1000, 1100]",h3h7,h3g3,h3h7,a3a4,d3d1,h3h7
4iKE9,6k1/1bp1q1p1/3p1p1p/5P2/2PB2Q1/3P4/R4KPP/1r6 b - - 6 26,a7a2 e7e1,1004.0,111.0,100.0,18.0,endgame mate mateIn1 oneMove,https://lichess.org/GsDqhexD#51,,"(1000, 1100]",e7e1,b7f3,g8h7,b1c1,e7e1,b7f3
59ljK,r3r2k/pp3p1p/3B2p1/q4P2/2pp4/P5QB/1PP2P1P/2K3R1 b - - 0 28,a2a3 e8e1 g1e1 a5e1,1004.0,75.0,100.0,498.0,mate mateIn2 middlegame queensideAttack short,https://lichess.org/C6S08aR8#55,,"(1000, 1100]",e8e1,e8e1,a5b4,e8e2,a8b8,e8e1
5M9LM,r1b1r3/5pp1/p3p3/1p1nP2k/6R1/1PqQ3P/P4PP1/R5K1 w - - 4 22,g5h5 d3h7,1004.0,75.0,100.0,184.0,mate mateIn1 middlegame oneMove,https://lichess.org/vmo3GppE/black#42,,"(1000, 1100]",d3h7,d3h7,d3g6,d3e2,g1h1,d3h7
5nmQE,r4kr1/pp2np2/4pB2/4P3/4bP2/2P4p/P1PR4/2KR4 w - - 4 27,f5e7 d2d8 a8d8 d1d8,1004.0,76.0,100.0,75.0,mate mateIn2 middlegame short,https://lichess.org/4rEZPtMq/black#52,,"(1000, 1100]",d2d8,d2d8,f4f5,a2a3,f6g5,d2d8
5qTMp,4Rrk1/ppp3pr/3p2Qp/8/4R3/8/q4PPP/4N1K1 b - - 1 33,e7e8 a2f2 g1h1 f2f1,1004.0,75.0,100.0,462.0,mate mateIn2 middlegame short,https://lichess.org/tfwlNNzP#65,,"(1000, 1100]",a2f2,a7a6,a2f2,a2b3,a2d2,a2f2
6zNdA,2rq1rk1/4bppp/p2p4/1p1np3/4Q3/1PP2b2/PBBN1PPP/R5K1 w - - 0 19,g4f3 e4h7,1004.0,76.0,100.0,98.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/zlQytY9o/black#36,Ruy_Lopez Ruy_Lopez_Closed,"(1000, 1100]",e4h7,c2b1,e4c4,e4h7,g2g4,e4h7
7jzHZ,r7/pb1pn2R/1p2pbk1/2p5/4P3/5Q2/PqP2PP1/RN2K3 w Q - 0 21,g7g6 f3h5,1004.0,75.0,100.0,546.0,master mate mateIn1 middlegame oneMove,https://lichess.org/o7p3Muci/black#40,,"(1000, 1100]",f3h5,f3e3,a2a4,f3d3,f3h5,f3h5
7vDcy,4r1k1/pp3pp1/3N4/2p4p/P1Q1p3/1P1rP1Bb/3P1P1P/R3KB1q b Q - 3 25,b5d6 h1f1,1004.0,82.0,100.0,48.0,mate mateIn1 middlegame oneMove,https://lichess.org/fSB78f8P#49,,"(1000, 1100]",h1f1,b7b5,h3f5,h3e6,h1f1,h3e6
8sZD4,2r1qrk1/1pp1bppp/p7/8/4Qp2/P3B2R/1PP3PP/3R2K1 w - - 0 22,e5f4 e4h7,1004.0,81.0,100.0,49.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Mto8jqrv/black#42,,"(1000, 1100]",e4h7,g2g4,c2c4,e4h7,e3c1,e4h7
98HAm,2r3k1/p4p1r/7P/2qQ1Rp1/6P1/8/PP6/1K5R b - - 2 29,f1f5 c5c2 b1a1 c2c1 h1c1 c8c1,1004.0,75.0,100.0,475.0,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/cjIyjaKj#57,,"(1000, 1100]",c5c2,c5b5,c5c2,c5d5,c5b6,c5c2
9X2Bw,7Q/5p1p/4p1p1/q1B2k2/3Pn3/2n1PP2/5P1P/6K1 w - - 4 30,f6f5 h8e5,1004.0,76.0,100.0,170.0,endgame mate mateIn1 oneMove,https://lichess.org/HeTtDN5f/black#58,,"(1000, 1100]",h8e5,f3e4,h8c8,h8e5,h8d8,f3e4
A7oil,r2q3Q/1b2k1p1/p3p1B1/1p1pP3/2pP4/2P1P3/PP1BK2P/8 w - - 2 27,f8e7 h8g7,1004.0,76.0,100.0,185.0,endgame mate mateIn1 oneMove,https://lichess.org/bIHvKhym/black#52,,"(1000, 1100]",h8g7,d2e1,h8g7,g6d3,e3e4,h8g7
ANFKH,r1bq1rk1/ppp1bppp/4p3/4P1N1/1n1PN3/8/PPQ2PPP/R1B2RK1 w - - 7 14,d5b4 e4f6 g7f6 c2h7,1004.0,108.0,100.0,23.0,discoveredAttack kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/rfUcWgNR/black#26,French_Defense French_Defense_Tarrasch_Variation,"(1000, 1100]",e4f6,e4d6,c2d2,e4f6,e4c5,e4d6
CBwVP,r4rk1/5ppp/p7/2ppB2n/4pPq1/1P2P3/P1PPQK2/RN3R2 b - - 3 18,e1e2 g4g3,1004.0,75.0,100.0,360.0,mate mateIn1 middlegame oneMove,https://lichess.org/QhpQgzCK#35,Bird_Opening Bird_Opening_Other_variations,"(1000, 1100]",g4g3,g4g1,c5c4,g4g3,a8b8,g4g3
D1NQM,2r3k1/2r1bp1p/1q5p/np1pP1N1/3P2p1/P6P/3N1Q2/R4RK1 w - - 0 24,g7h6 f2f7 g8h8 f7h7,1004.0,75.0,100.0,175.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dE0omGw4/black#46,,"(1000, 1100]",f2f7,d2c4,a1b1,f2f7,h3h4,f2f7
DDPyX,r1b2k1r/ppp1n1p1/6p1/b3N3/4q3/1QP5/P4PPP/R4RK1 w - - 0 17,h7g6 b3f7,1004.0,81.0,100.0,39.0,mate mateIn1 middlegame oneMove,https://lichess.org/ZXJSBbEG/black#32,Scotch_Game Scotch_Game_Scotch_Gambit,"(1000, 1100]",b3f7,b3b1,e5d3,c3c4,b3f7,b3f7
DjQD2,7Q/p1ppq2p/1p1b2pk/8/3Nn3/2N5/PPP2PPP/4RK2 b - - 1 16,a1e1 e4d2 f1g1 e7e1,1004.0,75.0,100.0,285.0,deflection discoveredAttack mate mateIn2 middlegame short,https://lichess.org/PvGfaISZ#31,Italian_Game Italian_Game_Other_variations,"(1000, 1100]",e4d2,e7f8,a7a5,e4d2,d6g3,d6g3
03Xkm,4rk2/4p3/4QPp1/2pP2N1/qp2P3/1p6/8/1K1R3R b - - 2 34,a1b1 a4a2 b1c1 a2c2,1101.0,78.0,100.0,84.0,endgame mate mateIn2 short,https://lichess.org/UimASA3v#67,,"(1100, 1200]",a4a2,a4a1,a4a8,a4a3,a4a2,a4a2
0KG2p,r3r1k1/p4ppp/1qp2n2/3p4/6b1/PBNP4/1PP2QPP/R1B1R1K1 b - - 0 14,d2f2 e8e1,1101.0,75.0,100.0,269.0,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/U5a08xHt#27,Russian_Game Russian_Game_Italian_Variation,"(1100, 1200]",e8e1,b6e3,g8f8,g4d7,e8e1,b6e3
0LnE4,r2r2k1/1p1b2Pp/pqnP4/5p2/1P3p2/P4N2/1B3PP1/R3KB1R w KQ - 0 22,e5f4 f1c4 d7e6 c4e6,1101.0,75.0,100.0,2671.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ilGnRCTp/black#42,,"(1100, 1200]",f1c4,f3h2,f1c4,e1d2,f1a6,f1a6
3Z30v,r4rk1/p4pp1/1p3n1p/3ppN2/8/1R1P2Q1/P2q1PPP/4R1K1 w - - 2 21,c2d2 g3g7,1101.0,75.0,100.0,287.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/O9eyJ12a/black#40,,"(1100, 1200]",g3g7,g3g7,b3c3,f5e3,f5d6,f5d6
4nfYN,Q4n1k/p4pp1/8/6N1/q1P5/4p1P1/1P3rP1/6K1 w - - 0 31,g8h8 a8f8,1101.0,83.0,100.0,70.0,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/m6iPwcdD/black#60,,"(1100, 1200]",a8f8,a8d5,g5f7,g1h2,a8f8,g5f7
59glO,r1bqN2k/3n1Q1r/pp5p/2pP2p1/P1P1P3/2N5/1P4PP/5RK1 w - - 0 23,g7g5 f7f8 d7f8 f1f8,1101.0,75.0,100.0,347.0,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Yeg124hW/black#44,,"(1100, 1200]",f7f8,f7e6,c3b5,f1f6,f7f8,f7e6
6FGhj,rn1qkb1r/1b1p4/1p1Pp2p/p3N1p1/1p2n3/6B1/P1P2PPP/RN1QKB1R w KQkq - 2 13,f6e4 d1h5,1101.0,75.0,100.0,225.0,mate mateIn1 middlegame oneMove,https://lichess.org/ydVX9MyA/black#24,Zukertort_Opening Zukertort_Opening_Sicilian_Invitation,"(1100, 1200]",d1h5,d1e2,f1e2,d1h5,h2h3,d1e2
70brM,2r3r1/2q2pk1/p2ppR2/2p1P2Q/8/8/PPP3PP/6K1 w - - 8 27,h7g7 h5h6,1101.0,75.0,100.0,194.0,endgame mate mateIn1 oneMove,https://lichess.org/HdGbFCHG/black#52,,"(1100, 1200]",h5h6,h5h7,b2b3,f6h6,h5h6,h5h7
7U0nk,1q3rk1/3n4/4p2p/2p3pP/1pPbQ1P1/1P1P4/6KN/R3R3 b - - 3 34,f3e4 f8f2 g2h3 b8h2,1101.0,77.0,100.0,62.0,mate mateIn2 middlegame short,https://lichess.org/NOzAdTLR#67,,"(1100, 1200]",f8f2,f8f2,b8c8,f8f7,f8f1,f8f7
9VVZb,r2q1rk1/p1pb1ppp/4pn2/1p4N1/2p1N3/8/PPQ1KPPP/2b2B1R w - - 0 18,f4c1 e4f6 g7f6 c2h7,1101.0,76.0,100.0,1530.0,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/J2xaAQpm/black#34,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,"(1100, 1200]",e4f6,c2c3,c2a4,c2c1,e4f6,e4f6
9dOH1,1r3rk1/2b3pp/p7/1p3P1q/3pQ1P1/8/PPPB3P/4RRK1 b - - 0 28,g3g4 h5h2,1101.0,76.0,100.0,113.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Hd2uNrXw#55,,"(1100, 1200]",h5h2,f8f5,b8b6,h5h2,b8a8,f8f5
AjSNI,5rk1/3R1p2/4p1p1/4P1K1/3P2RP/8/8/5r2 b - - 6 37,f4g5 f1f5 g5h6 f5h5,1101.0,81.0,100.0,42.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/fts1Am8Z#73,,"(1100, 1200]",f1f5,f1f5,f8e8,f1f4,g8g7,f8e8
C39CO,1r5r/2R3b1/1p3kp1/p3p3/P2pBp2/3P2Pb/1P1BPP1q/1RQ1K3 b - - 10 36,f1e1 h2g1,1101.0,75.0,100.0,104.0,mate mateIn1 middlegame oneMove,https://lichess.org/TmPxKX8h#71,,"(1100, 1200]",h2g1,h8f8,b8d8,h2g1,h8h4,h2g1
Ck8eN,r3r1k1/pR3ppp/2pb4/q2p3Q/8/3b2P1/2PN2P1/1R5K w - - 0 23,f5d3 h5f7 g8h8 f7g7,1101.0,75.0,100.0,197.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EfuqAuRc/black#44,,"(1100, 1200]",h5f7,h5h6,h5f7,h5h3,h5h7,h5f7
DZY6B,r5k1/pp3ppp/2nb4/2pp4/5Pnq/2PP4/PPB3R1/RNB1Q1K1 b - - 0 18,d2e1 h4e1,1101.0,75.0,100.0,166.0,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/rgSh9Rox#35,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,"(1100, 1200]",h4e1,h4e1,g7g5,h4g3,h4f2,h4h2
Drvqw,6kr/4p3/3q1Bp1/1p1n4/2p5/5Q2/rPB3PP/1R3R1K b - - 0 26,g5f6 d6h2,1101.0,76.0,100.0,811.0,mate mateIn1 middlegame oneMove,https://lichess.org/Du7y9qjI#51,,"(1100, 1200]",d6h2,b5b4,d6h2,e7e5,h8h3,d6h2
EXwL3,6kr/p2nQ3/1n2P1p1/3q4/1p1P2p1/6R1/PPP5/1K3R1r w - - 1 26,h4h1 e7f7,1101.0,75.0,100.0,656.0,mate mateIn1 middlegame oneMove,https://lichess.org/9Wd2yKCV/black#50,,"(1100, 1200]",e7f7,e7f7,e7g7,g3e3,a2a4,e7f7
FXAim,7k/p2QP1p1/2p3Kp/1pPp4/3P4/5q2/PP5P/8 b - - 9 32,h5g6 f3f6 g6h5 f6g5,1101.0,76.0,100.0,80.0,endgame mate mateIn2 queenEndgame short,https://lichess.org/vGrrx5ee#63,,"(1100, 1200]",f3f6,f3g2,f3f4,h6h5,f3f6,f3g2
GXBle,6k1/pp3ppp/2p5/8/2q2P2/6P1/1P4P1/3Rr1NK w - - 0 25,e8e1 d1d8 e1e8 d8e8,1101.0,77.0,100.0,427.0,backRankMate endgame mate mateIn2 short,https://lichess.org/sLWptQS2/black#48,,"(1100, 1200]",d1d8,d1d2,g3g4,d1d8,d1e1,d1e1
0hmdd,r1k5/pppr1p2/1bb3q1/4p3/1P5Q/P5PP/2P2P2/3R2K1 w - - 1 29,e7d7 h4h8 g6g8 h8g8 d7d8 d1d8,1102.0,104.0,100.0,38.0,long mate mateIn3 middlegame queensideAttack,https://lichess.org/NtfTcPAT/black#56,,"(1100, 1200]",h4h8,h4e4,b4b5,h4h8,d1d5,d1d5
0sIai,4r2k/ppb4p/6p1/n2p4/3P1qQ1/2P2P1P/P6P/R5RK b - - 1 25,g2g4 f4h2,1102.0,75.0,100.0,753.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4EjSDIz2#49,,"(1100, 1200]",f4h2,f4e4,h8g8,f4h2,f4d4,h8g8
14sBy,8/1p2Q3/3P2pk/2P5/7p/N7/KP1q4/3n4 b - - 1 41,e5e7 d2b2,1102.0,76.0,100.0,391.0,endgame mate mateIn1 oneMove,https://lichess.org/laKJhYHW#81,,"(1100, 1200]",d2b2,h4h3,d2a5,b7b5,d2b2,d2b2
1UaA4,2kr3r/2ppqp2/pp5p/8/1P3p2/P2P1Q1P/2P3PN/b4R1K w - - 0 19,d4a1 f3a8,1102.0,75.0,100.0,850.0,mate mateIn1 middlegame oneMove,https://lichess.org/ysvLvyLA/black#36,Three_Knights_Opening Three_Knights_Opening_Other_variations,"(1100, 1200]",f3a8,f1f2,d3d4,f3a8,b4b5,f3a8
1omCa,4rk2/1R4R1/3p4/2bP4/1p2B3/2p3PP/r7/5K2 w - - 3 46,g8f8 b7f7,1102.0,76.0,100.0,341.0,endgame mate mateIn1 oneMove,https://lichess.org/PAIxeMjg/black#90,,"(1100, 1200]",b7f7,g7g8,e4f5,b7f7,e4c2,b7f7
3cyJN,2r1k2r/1bq2ppp/p2ppb2/2n5/4PPP1/1P1BQ3/1PP1N2P/1NKRR3 b k - 0 18,a2b3 c5b3,1102.0,79.0,100.0,83.0,mate mateIn1 middlegame oneMove pin queensideAttack,https://lichess.org/0hVbttql#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"(1100, 1200]",c5b3,c8b8,c7c6,c7d7,c5b3,c5b3
5akGU,r4r2/pp3pkp/6p1/2NPp3/6n1/1P3PPq/P4P1P/R2QR1K1 b - - 0 17,e2f3 h3h2 g1f1 h2f2,1102.0,75.0,100.0,246.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fOrPJCBM#33,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense,"(1100, 1200]",h3h2,h3h2,g7h8,a8c8,g7h6,h3h2
6MPd1,2kr1b2/ppp2p2/5n2/3p4/1nQPPBp1/2N3P1/PPP5/2KR1B1q w - - 0 17,d6d5 c4c7,1102.0,75.0,100.0,238.0,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/kzPogod1/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kieseritzky_Gambit,"(1100, 1200]",c4c7,b2b3,a2a4,c4c7,f1g2,c4c7
6jWIp,r2b2rk/pp3ppp/1q1p1n1B/3PpN2/4P3/6Q1/PP3PPP/2R2RK1 w - - 6 20,f8g8 h6g7 g8g7 g3g7,1102.0,76.0,100.0,290.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/pvaIkdTY/black#38,,"(1100, 1200]",h6g7,g3b3,h6g7,b2b3,f5e3,h6g7
BRm0Y,5rk1/pp4pp/5n2/3P4/2Q4P/5bPq/PP3P2/R3RBK1 b - - 4 26,d3f1 h3h1,1102.0,101.0,100.0,49.0,mate mateIn1 middlegame oneMove,https://lichess.org/dGfGxz98#51,,"(1100, 1200]",h3h1,a7a6,b7b6,h3c8,h3h1,h3h1
Bj5Jp,6k1/r5p1/4p1Rp/8/4P2P/6R1/1r4P1/5K2 b - - 8 32,g4g6 a7a1,1102.0,79.0,100.0,62.0,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Mjox8oAI#63,,"(1100, 1200]",a7a1,b2e2,b2b6,g8h8,a7a1,b2e2
D4bpQ,1k1r2r1/pB5p/8/2b5/4Q3/3P3b/PPP3PP/RNq2R1K b - - 2 21,f2f1 c1f1,1102.0,75.0,100.0,449.0,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DPrfjXlc#41,,"(1100, 1200]",c1f1,h3g2,h7h5,c1g5,c1f1,h3g2
D7CdN,3k3r/p1p1r1p1/n1pq3p/3P1B2/P7/1Q5P/5PP1/1R4K1 w - - 0 30,b7c6 b3b8 a6b8 b1b8,1102.0,89.0,100.0,38.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/g3X1k8dz/black#58,,"(1100, 1200]",b3b8,b3b8,b3d1,b1e1,b3b7,b3b7
DWzdx,r1bq1b1r/pp1n2pp/2k2n2/1Npp4/5P2/7Q/PPPP2PP/R1B1KB1R w KQ - 8 11,d6c6 h3e6 f8d6 e6d6,1102.0,76.0,100.0,248.0,mate mateIn2 opening short,https://lichess.org/ZVEnVsoK/black#20,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,"(1100, 1200]",h3e6,h3e6,h3h7,b5d4,h3d3,b5d4
G6ZBG,3r1rk1/1n3ppp/p1q2b2/1p1n4/PP2Q3/2P2b2/1BBN1PPP/R4RK1 w - - 0 20,g4f3 e4h7,1102.0,77.0,100.0,161.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/NbuypZ3i/black#38,,"(1100, 1200]",e4h7,e4h4,c3c4,e4h7,a4b5,e4h7
GyCeJ,4P3/8/p1p5/1p6/1P1P4/P5p1/5k1p/7K b - - 0 63,e7e8q g3g2 h1h2 g2g1q h2h3 g1g3,1102.0,76.0,100.0,349.0,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame,https://lichess.org/Nfg3Sgoz#125,,"(1100, 1200]", g3g,a6a5,f2e3,f2f1,g3g2,g3g2
Ie1cp,1k6/ppp5/5q2/2P2ppp/5b2/1Q3b1P/PP3PP1/3B2K1 w - - 0 23,g4f3 b3g8 f6d8 g8d8,1102.0,75.0,100.0,485.0,endgame mate mateIn2 queensideAttack short,https://lichess.org/uQt8fX0c/black#44,,"(1100, 1200]",b3g8,b3f3,b3a3,a2a3,b3g8,b3f3
17MME,5rk1/7p/3pN1p1/1P1P4/2P2p2/4pn1b/5qPP/Q1R4K w - - 0 37,d2f3 a1g7,1103.0,75.0,100.0,774.0,mate mateIn1 middlegame oneMove,https://lichess.org/ld40hwnt/black#72,,"(1100, 1200]",a1g7,a1e5,a1g7,e6d8,e6c5,e6d8
