PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,RatingBin,BestMove,A,B,C,D,GPT_BestMove
4FL5F,6k1/4r2p/2p2ppP/1qn1p3/1PNnPPQ1/8/rP4P1/1KNR4 w - - 0 35,a8a2 g4c8 e7e8 c8e8,1536.0,83.0,100.0,75.0,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/lNWy8kHF/black#68,,"(1500, 1600]",g4c8,g4c8,d1h1,f4f5,b4c5,g4g6
DJglR,4r1k1/5pb1/6Q1/2q1p3/1pBr2P1/5P2/PpP5/1K5R w - - 1 34,h8g7 g6f7,1537.0,99.0,100.0,58.0,mate mateIn1 middlegame oneMove,https://lichess.org/ckUHhYX8/black#66,,"(1500, 1600]",g6f7,h1h6,g6g7,g6g5,g6f7,g6e8
I1ksK,8/1p5R/p2p4/6p1/3N2k1/2qn2P1/P6P/5RK1 w - - 0 33,b2c3 h2h3 g4g3 d4e2,1537.0,75.0,100.0,1268.0,endgame mate mateIn2 short,https://lichess.org/nPffa3jc/black#64,,"(1500, 1600]",h2h3,h7f7,d4f5,g1g2,h2h3,h7h4
BkERM,3r3r/2k5/p2p4/1p4pP/3P1n2/P1P5/1P3PP1/R1B2RK1 b - - 0 25,g4h5 f4e2 g1h1 h8h5,1538.0,76.0,100.0,492.0,endgame intermezzo mate mateIn2 short,https://lichess.org/KvI9Vptq#49,,"(1500, 1600]",f4e2,f4g2,h8f8,f4e2,c7d7,f4h5
Bs9gk,4r3/2QR1pk1/1p1p2p1/p2P3p/P2q1P2/6P1/1PP4P/1K6 b - - 0 29,c6c7 e8e1 b1a2 d4a4,1538.0,74.0,100.0,101.0,endgame mate mateIn2 queensideAttack short,https://lichess.org/9OAYKiZo#57,,"(1500, 1600]",e8e1,g7f8,e8e1,g7h6,b6b5,d4f2
F75LQ,r2q1rk1/1ppbb1pn/p1np3p/2PNp3/4P3/1B1PpN2/PP1Q1PPP/R4RK1 w - - 0 14,f4e3 d5e7 g8h8 e7g6,1538.0,75.0,100.0,271.0,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IfNtFQuE/black#26,Ruy_Lopez Ruy_Lopez_Morphy_Defense,"(1500, 1600]",d5e7,d5e3,d2c3,d5e7,d5f4,d5c7
GuW9L,8/8/1q1P2k1/p4p2/2Q3p1/P5P1/1P1RKP1r/6R1 b - - 0 58,f4c4 b6f2 e2d1 f2d2,1538.0,76.0,100.0,692.0,endgame fork mate mateIn2 short,https://lichess.org/6Vv1GCjW#115,,"(1500, 1600]",b6f2,b6b2,b6a7,b6c7,b6f2,q6b2
60SBr,6q1/r4rk1/4p1pp/p2pPpQ1/2pP3B/PpP1P2R/1P4PP/6K1 w - - 0 30,h7h6 g5h6 g7h6 h4f6,1539.0,77.0,100.0,110.0,discoveredAttack endgame mate mateIn2 sacrifice short,https://lichess.org/SBDsnVPv/black#58,,"(1500, 1600]",g5h6,g5h6,g5f4,e3e4,g5h5,g5g6
9V9qv,6k1/5r1p/2p2p1K/p4PP1/P4b1P/8/r1B1R3/8 w - - 0 41,f8f7 e2e8 f7f8 c2b3 g8h8 e8f8,1539.0,79.0,100.0,88.0,deflection endgame fork long mate mateIn3,https://lichess.org/B2OgQ8iO/black#80,,"(1500, 1600]",e2e8,e2e1,e2f2,e2e8,e2e4,b2h7
8iofO,r5k1/5pb1/p1p3p1/1p6/1P1p1P2/P3r1p1/1B1QN1Bq/2R1RK2 b - - 4 32,d3d2 e3f3 g2f3 h2f2,1541.0,75.0,100.0,688.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/6kDrj2bX#63,,"(1500, 1600]",e3f3,g7h8,h2g2,e3f3,a8e8,e3e2
4xq4v,2k5/pppr2Rb/4Np1p/7P/8/5r2/PP6/2K3R1 w - - 1 29,d5d7 g7g8 h7g8 g1g8 d7d8 g8d8,1542.0,77.0,100.0,1767.0,endgame long mate mateIn3 sacrifice,https://lichess.org/c0pSbwzQ/black#56,,"(1500, 1600]",g7g8,g7g8,g7f7,a2a4,e6d4,g7c7
9tWPN,3rkb1r/ppp3p1/4Bn2/4N2p/8/4N2P/PP3PP1/n1B3K1 w k - 2 17,a8d8 e6f7 e8e7 e3f5,1544.0,74.0,100.0,628.0,mate mateIn2 middlegame short,https://lichess.org/f0eCXxn8/black#32,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,"(1500, 1600]",e6f7,e6b3,e3f5,e6f7,g1h2,e5f7
H62mO,1k6/1pp4p/8/8/pP1P1p2/P1P3rB/1R3qPK/2BR4 b - - 1 25,d2c1 g3h3 h2h3 f2g3,1545.0,76.0,100.0,692.0,attraction endgame mate mateIn2 pin sacrifice short,https://lichess.org/53WSQJTX#49,,"(1500, 1600]",g3h3,b7b5,g3h3,g3g6,c7c6,f2g2
93Y1Q,r4nk1/pp2ppb1/2p2q2/3p1p2/3P4/4P2Q/PPP2P2/2K3RR w - - 2 24,h8g7 h3h8,1546.0,76.0,100.0,193.0,mate mateIn1 middlegame oneMove pin,https://lichess.org/f8eiOnIX/black#46,,"(1500, 1600]",h3h8,c2c3,h3h8,g1g5,g1g2,h3h7
9TaUd,2r2r2/1b3pk1/P5p1/7n/1Q2P3/1B1pq3/P2N2PP/R4R1K b - - 0 29,b5a6 h5g3 h2g3 f8h8,1546.0,75.0,100.0,1155.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/Yl73d4pD#57,,"(1500, 1600]",h5g3,b7a6,h5g3,f8g8,e3h6,e3d2
EvAd8,6r1/p6k/1p5p/P1p2b2/2P2Nq1/1P1P2N1/4QR1K/6R1 b - - 4 42,c2e2 g4h4 h2g2 h4g3 g2f1 g3g1,1546.0,100.0,100.0,47.0,exposedKing long mate mateIn3 middlegame,https://lichess.org/PO6ip9b5#83,,"(1500, 1600]",g4h4,g8g6,a7a6,f5d7,g4h4,g4f4
0g5XU,4rk2/1R6/2pb1pQ1/1pPp4/1P1P1N2/5qBp/5P2/6K1 b - - 0 36,a7b7 e8e1 g1h2 e1h1,1547.0,75.0,100.0,308.0,mate mateIn2 middlegame short,https://lichess.org/x6diiDLA#71,,"(1500, 1600]",e8e1,e8b8,f3g3,f3e3,e8e1,f3g3
EJj32,2r2k2/7R/1R3Np1/6P1/3P4/4n3/2r5/6K1 b - - 0 35,b5b6 c2g2 g1h1 c8c1,1547.0,75.0,100.0,896.0,endgame mate mateIn2 short,https://lichess.org/HAEEY4Hk#69,,"(1500, 1600]",c2g2,c2g2,c8a8,e3f1,e3f5,e3d1
FAx5r,6k1/7p/5pp1/5P2/P1RpP1KP/3P2P1/1r5r/2R5 b - - 0 43,f4f5 h7h5 g4f3 b2f2,1547.0,76.0,100.0,130.0,endgame mate mateIn2 rookEndgame short,https://lichess.org/wiWSg3Lt#85,,"(1500, 1600]",h7h5,b2b1,h2d2,h7h5,h2c2,h7h5
GMhvO,r1b4k/pp2N1b1/4p2p/3p3Q/4p3/P7/1q1N1PPP/n2K3R w - - 2 22,g8h8 h5e8 g7f8 e8f8 h8h7 f8g8,1548.0,75.0,100.0,181.0,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/BzCxBHeL/black#42,,"(1500, 1600]",h5e8,d2b3,d2f3,h5h3,h5e8,h5f7
6XUVg,2r2r2/p4p1k/1p1ppPp1/4q1Qp/1nP3P1/1P5R/P7/2R3K1 w - - 1 29,e2e5 h3h5 h7g8 h5h8 g8h8 g5h6 h8g8 h6g7,1549.0,75.0,100.0,251.0,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/pobRmp1k/black#56,,"(1500, 1600]",h3h5,h3h5,c1b1,g5h4,g5d2,g5h5
H6eHn,4r1r1/1Q2b3/p3kp2/2p5/4P3/2q5/P4PPP/RR4K1 w - - 1 25,d7e6 b7d5,1549.0,96.0,100.0,45.0,mate mateIn1 middlegame oneMove,https://lichess.org/jFejw6Hh/black#48,,"(1500, 1600]",b7d5,b1b6,b7d5,b1c1,b1b5,b7a6
1JF4F,4P1rk/1n1B2q1/1p1p3p/p1pQ1p2/P1P2P2/7P/2P4K/4R3 b - - 0 36,e7e8q g7g3 h2h1 g3h3,1550.0,75.0,100.0,1065.0,deflection mate mateIn2 middlegame short,https://lichess.org/Rg0qmB88#71,,"(1500, 1600]", g7g,g7g3,h6h5,g7f7,g7g2,g8f7
1ZxNQ,6r1/1pk5/p4p2/4p2p/2N3rP/1PP5/1P3P1K/3R1R2 b - - 0 27,g3h4 g4h4,1550.0,76.0,100.0,824.0,endgame mate mateIn1 oneMove,https://lichess.org/PtG4vTo1#53,,"(1500, 1600]",g4h4,g4h4,g4f4,g8d8,g4g7,g4g2
369is,r1b1r1k1/ppqn1pp1/2p4p/3p4/3P2KB/2NBP3/PP2NPP1/2RQ1R2 b - - 0 14,g3g4 d7f6 g4f3 c8g4,1550.0,80.0,100.0,146.0,doubleCheck mate mateIn2 middlegame short,https://lichess.org/fBIzgWtG#27,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,"(1500, 1600]",d7f6,a8b8,d7f6,d7c5,d7e5,f7f5
68KFo,1n3k2/1bq2p1p/3r2pn/2pP4/1pP2B2/3B1N1P/1P3PP1/4R1K1 w - - 0 22,g8f8 f4h6 f8g8 e1e8,1550.0,76.0,100.0,149.0,hangingPiece mate mateIn2 middlegame short,https://lichess.org/Phv9jz9p/black#42,,"(1500, 1600]",f4h6,f4d2,f4h6,d3b1,e1d1,d3g6
B4HX1,8/p1q3kp/1p2Q3/5p2/P2b2P1/8/2p3KP/2B5 w - - 0 39,g6f5 c1h6 g7h8 e6e8,1550.0,75.0,100.0,255.0,endgame mate mateIn2 short,https://lichess.org/F9yg9TVn/black#76,,"(1500, 1600]",c1h6,c1h6,e6h6,g2f3,g4f5,e6e7
5bgse,1bb2kr1/3q1p2/p4prp/1p1p4/1P1P4/PB1Q1P1P/4R1P1/5NRK b - - 1 28,d2f1 d7h3 g2h3 g6g1,1551.0,75.0,100.0,556.0,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/HGbDaf0W#55,,"(1500, 1600]",d7h3,d7h3,b8a7,d7e8,g6g5,d7h3
BV0lt,rn2k2r/pp2qNpp/2p1Qn2/8/5b2/2N4P/PPP2PP1/3RK2R w Kkq - 1 17,c7e7 d1d8,1551.0,77.0,100.0,217.0,mate mateIn1 middlegame oneMove,https://lichess.org/dkX4Hp0e/black#32,Scandinavian_Defense Scandinavian_Defense_Main_Line,"(1500, 1600]",d1d8,f7h8,f7e5,d1d8,f7g5,e6e7
CR9Gm,1br3k1/1Nq2ppp/4pn2/3p1n2/1P1P4/1P1Q1P2/3BN1PP/1R3R1K b - - 0 30,c5b7 c7h2,1551.0,78.0,100.0,119.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/wbIKc3d9#59,,"(1500, 1600]",c7h2,g8h8,c7a5,c7h2,b8a7,c7b7
DJKvi,r7/pp2b1q1/4k1P1/3pN3/2pPn1P1/4P3/PPP5/R3KQ2 w Q - 0 27,f6e6 f1f5 e6d6 f5d7,1551.0,75.0,100.0,310.0,mate mateIn2 middlegame short,https://lichess.org/4uU30U5x/black#52,,"(1500, 1600]",f1f5,e1c1,f1f5,a2a3,f1c4,f1f7
1Otey,5rk1/1pp3p1/p6p/4pq2/2N3n1/1PPP2QP/1P4P1/R6K b - - 0 21,h2h3 f5f1 a1f1 f8f1,1552.0,75.0,100.0,982.0,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/DWQD2333#41,,"(1500, 1600]",f5f1,f8a8,g8h7,c7c5,f5f1,g4f6
8nImc,6r1/pppR1N1k/5b1p/5p1n/3Pp1rq/P3P3/1P3PPB/5QRK b - - 6 29,d5d7 h4h2 h1h2 g4h4,1552.0,75.0,100.0,894.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/HbgNDehQ#57,,"(1500, 1600]",h4h2,g8g7,h4h2,h7g7,f5f4,h4g2
AkQ9l,k1r5/2R5/pQ4qp/P2p4/1P1P2p1/4B3/5PPP/6K1 b - - 0 42,c1c7 g6b1 e3c1 b1c1 c7c1 c8c1,1552.0,75.0,100.0,378.0,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/csjLRwO0#83,,"(1500, 1600]",g6b1,c8d8,g6b1,g6d3,g6c2,d5d4
G11iL,8/2b5/R6p/5K1k/3P4/4Pp2/5rPP/8 w - - 0 42,g4f3 g2g4 h5h4 a6h6,1552.0,97.0,100.0,27.0,deflection endgame mate mateIn2 short,https://lichess.org/rUnLX231/black#82,,"(1500, 1600]",g2g4,a6d6,h2h3,a6c6,g2g4,f5g6
2OHtK,4k3/p6Q/2q1r3/2p1p1B1/3p3P/P2P2K1/2P5/8 w - - 4 43,f7e8 h7g8 e8d7 g8d8,1555.0,75.0,100.0,575.0,endgame mate mateIn2 short,https://lichess.org/fpvbZQ3M/black#84,,"(1500, 1600]",h7g8,g5d2,h7g8,h7d7,h7h8,h7e4
94qOs,8/6bk/BpR1p1pp/3pP3/1P1P4/P2KP3/5rq1/R3Q3 b - - 5 28,d2e1 g2e4 d3c3 e4c2,1555.0,74.0,100.0,262.0,mate mateIn2 middlegame short,https://lichess.org/VNt8LgLB#55,,"(1500, 1600]",g2e4,g2h3,h6h5,f2b2,g2e4,g2g3
9f0e5,3k1b1r/p4pp1/1pQP4/2p5/4p3/4Pb2/PP1B1Pq1/R3KR2 b Q - 0 24,d5d6 g2f1 e1f1 h8h1,1555.0,75.0,100.0,642.0,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/KwPjixV9#47,,"(1500, 1600]",g2f1,f8d6,h8h1,g2g1,g2f1,f3e2
7vVgX,5k2/ppp2ppp/2p4q/2P2b2/3P3r/PP3PQ1/6P1/2R2RK1 b - - 0 25,f2f3 h4h1 g1f2 h6d2,1557.0,83.0,100.0,63.0,endgame kingsideAttack mate mateIn2 short,https://lichess.org/a9Ofi58T#49,,"(1500, 1600]",h4h1,h4h1,h6e3,h6d2,h6g5,h4h3
G86be,2kr3r/1p1n1R2/B1p1p3/P5q1/3P4/2P2Q2/1P2R1p1/6K1 w - - 0 30,h3g2 f3c6 c8b8 c6b7,1558.0,75.0,100.0,131.0,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/Ssk66XI5/black#58,,"(1500, 1600]",f3c6,b2b3,f3f2,f3e3,f3c6,f3b7
GIGQL,3r2k1/pp1b1ppp/7r/3p4/6n1/1NP1p1P1/PP1QBRP1/1RN3K1 b - - 2 25,h1g1 e3f2 g1f1 h6h1,1558.0,74.0,100.0,1168.0,advancedPawn kingsideAttack mate mateIn2 middlegame short,https://lichess.org/qaJt1k5b#49,,"(1500, 1600]",e3f2,g4f6,g4e5,e3f2,h6e6,g4f2
2G9LU,2kr3r/pb3p2/1pqp1b2/2p2R2/6B1/2NP4/PPP3PP/R2Q2K1 b - - 0 18,f1f5 c6g2,1559.0,76.0,100.0,97.0,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CwREPLeG#35,Sicilian_Defense Sicilian_Defense_Other_variations,"(1500, 1600]",c6g2,c6f3,f6d4,c6g2,c6e8,d6d3
8v4ma,3k2r1/ppp2Q1p/8/8/6q1/8/PP1N1P2/3R1K2 b - - 1 25,g1f1 g4d1,1559.0,76.0,100.0,612.0,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/yKUFw18a#49,,"(1500, 1600]",g4d1,b7b5,g8g7,d8c8,g4d1,d8d7
GGcjk,4rr2/pp3p2/5Npk/2pPP3/2P5/3B1KR1/q7/8 w - - 0 33,g7h6 g3h3 h6g5 f6h7,1560.0,74.0,100.0,379.0,endgame mate mateIn2 short,https://lichess.org/eWaCBB39/black#64,,"(1500, 1600]",g3h3,g3h3,f6e4,d3e4,f3e4,f3h3
5bGdx,3r2k1/5p1p/2p1pQpP/8/p2q4/8/6P1/5R1K w - - 0 38,c4d4 f6f7 g8h8 f7f8 d8f8 f1f8,1561.0,76.0,100.0,1745.0,endgame long mate mateIn3 sacrifice,https://lichess.org/XhcltvKG/black#74,,"(1500, 1600]",f6f7,f6e6,f6f7,f6e5,f6g5,f6d8
GTMPa,1N2kbnr/p4p1p/b3p3/q6N/P5p1/B1np4/1Q1P1PPP/R3KB1R b KQk - 1 18,a2b2 a5e5 f1e2 e5e2,1561.0,76.0,100.0,116.0,fork mate mateIn2 opening short,https://lichess.org/NV7WO3CA#35,French_Defense French_Defense_Two_Knights_Variation,"(1500, 1600]",a5e5,c3e4,a5e5,f8b4,a6c4,d3b2
1zwCa,4r3/3R3p/6pk/ppp5/3bN1P1/1P3P2/2P3K1/8 w - - 0 35,a7a5 g4g5 h6h5 d7h7,1562.0,74.0,100.0,129.0,deflection endgame mate mateIn2 short,https://lichess.org/IboAef7G/black#68,,"(1500, 1600]",g4g5,d7e7,g4g5,e4d6,e4c5,d7d4
F1K3Z,r1b1qr2/1p1kp3/2n1pb2/1p1p4/2Q2B2/5NP1/P1P2P1P/1K1R3R w - - 0 22,a6b5 d1d5 e6d5 c4d5,1601.0,76.0,100.0,1471.0,mate mateIn2 middlegame sacrifice short,https://lichess.org/Bxco572l/black#42,,"(1600, 1700]",d1d5,a2a4,d1d5,c4c3,d1f1,c4b5
HWoJH,r2B2k1/ppp2ppp/2pb2r1/8/4P1b1/3P1N2/PPPN1P2/R2Q1RK1 b - - 0 15,g5d8 g4f3 d8g5 g6g5,1601.0,75.0,100.0,2986.0,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/KhghEeBb#29,Ruy_Lopez Ruy_Lopez_Classical_Variation,"(1600, 1700]",g4f3,g4f3,g6g5,g4e6,g6e6,g4f3
1hRAB,2r2k2/pp1Q1Pp1/6p1/P7/8/q4N1P/5PP1/1nr1R1K1 w - - 1 32,g8f8 d7e8 c8e8 f7e8q,1602.0,74.0,100.0,121.0,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/qz5K68LO/black#62,,"(1600, 1700]",d7e8,d7d6,d7d8,g2g3,d7e8,d7c8
1rEv7,r3rbk1/1p3pp1/p2p1q1p/3P1N2/1P3n1P/2PQ4/P1B3P1/R3R1K1 w - - 0 23,g6f4 f5e7 f8e7 d3h7 g8f8 h7h8,1602.0,75.0,100.0,262.0,clearance kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/rA5G55Gz/black#44,,"(1600, 1700]",f5e7,e1e4,e1e3,d3f3,f5e7,d3g3
2Tx5f,8/5p1k/2p4p/2Pp2n1/P2B2q1/4P1P1/5PK1/4Q3 b - - 0 36,a3a4 g4h3 g2g1 g5f3,1603.0,97.0,100.0,35.0,endgame mate mateIn2 short,https://lichess.org/tzStHAG5#71,,"(1600, 1700]",g4h3,g4e2,g4e4,g4h3,g4d4,g4e6
9MMKg,r4r2/1p2Rnk1/2p2pp1/8/3P1Q2/5KP1/Pqp5/7R w - - 0 35,c3c2 f4h6 g7g8 h6g6,1603.0,74.0,100.0,267.0,deflection mate mateIn2 middlegame pin short,https://lichess.org/mDufgM1f/black#68,,"(1600, 1700]",f4h6,h1f1,f4e4,f4h6,f4f5,f4c7
IRzUS,r4bnr/ppqn1kp1/2p1p2p/8/3N4/7P/PPPPQPP1/R1B2RK1 w - - 0 13,e8f7 e2e6,1603.0,77.0,100.0,210.0,dovetailMate mate mateIn1 oneMove opening,https://lichess.org/mgLpci2S/black#24,Scandinavian_Defense Scandinavian_Defense_Gubinsky-Melts_Defense,"(1600, 1700]",e2e6,e2e5,e2e6,d4f5,e2f3,d4e6
2SDnk,1k4r1/pp3p2/1q1p4/nP2p3/P3P2P/2NP2Bp/4Qn2/R4RK1 b - - 1 27,h2g3 g8g3 g1h2 g3g2,1604.0,75.0,100.0,211.0,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7aYUVIpK#53,,"(1600, 1700]",g8g3,f2g4,g8g3,g8h8,f2d3,f2g4
GBWJh,r1b1k3/ppp5/3bP3/3P4/6P1/1N1B1Kp1/Pq3P1r/RN1Q1R2 b q - 0 19,g2f3 h2f2 f1f2 b2f2 f3e4 f2f4,1606.0,76.0,100.0,136.0,long mate mateIn3 middlegame,https://lichess.org/Iitpyfke#37,,"(1600, 1700]",h2f2,h2f2,h2h1,b2e5,b2f6,b2d2
EzlQD,7k/p4K2/2q1N1Qp/4b1p1/2P5/1P3P2/P7/8 b - - 21 43,e8f7 c6d7 f7f8 e5d6,1607.0,76.0,100.0,259.0,endgame mate mateIn2 short,https://lichess.org/qquYWxyq#85,,"(1600, 1700]",c6d7,c6f3,c6c7,c6d7,c6b7,c6f3
0e7k4,k4b1r/p5p1/2p2p2/4p3/Q6p/2P1BN1P/P4PPK/1q6 w - - 0 24,b7c6 a4a7,1608.0,75.0,100.0,789.0,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/koDYDer0/black#46,,"(1600, 1700]",a4a7,g2g4,f3e5,a4d4,a4a7,a4b1
2gtYg,r7/pbk3r1/1pp1Qp2/3P1B2/2P2bP1/P6q/1P3P2/3RR1K1 w - - 1 34,g5f4 d5d6 c7b8 e6e8 b7c8 e8c8,1608.0,75.0,100.0,1006.0,long mate mateIn3 middlegame,https://lichess.org/jqRHkhmf/black#66,,"(1600, 1700]",d5d6,f2f3,e6e7,e6d7,d5d6,e6c6
AeO4q,r2q1b1r/1p4kp/p1b1p1B1/3nP2Q/8/2N5/PPP3PP/R1B3K1 w - - 1 15,f7g7 c1h6 g7g8 g6f7,1610.0,75.0,100.0,237.0,mate mateIn2 middlegame short,https://lichess.org/I0hcRHOY/black#28,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,"(1600, 1700]",c1h6,c1h6,g2g4,g2g3,c3d1,h5h7
9uyhj,8/2p4k/1p1p2p1/pP1N2P1/P1P1Q2K/7P/7n/5q2 b - - 0 43,g4h4 f1f2,1611.0,76.0,100.0,246.0,endgame mate mateIn1 oneMove,https://lichess.org/UHHWC8fL#85,,"(1600, 1700]",f1f2,f1f2,f1d1,f1g2,f1h1,h2f3
ALXjl,6k1/p1pBrp1p/1p1p2p1/4n1r1/7Q/4PP1P/P1P1R2K/6R1 b - - 0 28,e4h4 e5f3 h2h1 g5g1,1611.0,76.0,100.0,551.0,arabianMate fork mate mateIn2 middlegame short,https://lichess.org/fpNV5lYu#55,,"(1600, 1700]",e5f3,b6b5,c7c6,g5g2,e5f3,e7e5
IjYio,5rk1/2Q5/p3P1pp/3p4/8/BB2n3/P4qPP/6RK b - - 11 44,e1g1 f2g1 h1g1 f8f1,1611.0,106.0,100.0,45.0,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/71Y6WcZN#87,,"(1600, 1700]",f2g1,e3c2,f2g1,f2e2,e3g4,f2f1
EtQ9W,Q7/p1p3pk/6r1/5p2/3R1q2/2P3PP/PP5K/5R2 b - - 0 29,f2g3 f4g3 h2h1 g3h3,1613.0,74.0,100.0,184.0,deflection endgame mate mateIn2 short,https://lichess.org/hMdeTP7u#57,,"(1600, 1700]",f4g3,f4g3,f4d4,h7h6,f4h4,g6g5
7mKAS,rbbR3r/ppP1kppp/5n2/1N2p3/2B5/2P1B3/4KP1P/8 w - - 3 18,e8e7 e3c5,1614.0,75.0,100.0,2081.0,mate mateIn1 middlegame oneMove,https://lichess.org/tvdjgpNq/black#34,Sicilian_Defense Sicilian_Defense_Mengarini_Variation,"(1600, 1700]",e3c5,c7b8r,e3c5,e2d3,d8f8,d8b8
HeTeK,3R1b1r/ppk3p1/2p3p1/4p3/1B2q3/7P/P1P1nPP1/3R3K w - - 0 24,e7e5 b4a5 b7b6 d1d7,1614.0,75.0,100.0,955.0,mate mateIn2 middlegame short,https://lichess.org/3BZ2aZ5R/black#46,,"(1600, 1700]",b4a5,f2f3,b4c5,d1e1,b4a5,d8d7
A2xDm,3r2k1/5ppp/1q1p4/1B1Qp1b1/R1P1P3/8/1r3PPP/5RK1 b - - 0 23,c3c4 b6f2 f1f2 b2b1 d5d1 b1d1 f2f1 g5e3 g1h1 d1f1,1615.0,77.0,100.0,159.0,backRankMate deflection mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/xwh6X4E0#45,,"(1600, 1700]",b6f2,b6c5,g7g6,g5e3,b2d2,b6b5
ENDRE,5k1r/p1q1bpp1/1p5p/3Q4/1B4P1/5B2/P7/5K2 w - - 7 42,g5e7 d5a8 c7d8 a8d8,1615.0,75.0,100.0,439.0,endgame mate mateIn2 pin short,https://lichess.org/htPK6ds0/black#82,,"(1600, 1700]",d5a8,d5b5,g4g5,d5a8,f3d1,d5c6
FYVTO,3R4/5kpp/p3pp2/8/2r5/q3P3/P4PPP/3Q2K1 w - - 2 30,g8f7 d1h5 g7g6 h5h7,1616.0,90.0,100.0,27.0,endgame mate mateIn2 short,https://lichess.org/LjneCOLt/black#58,,"(1600, 1700]",d1h5,d1h5,d8d7,d8d2,f2f4,d8d7
3GDul,r5kr/p3R1pp/1p4bP/2B5/8/5N1P/PP3P2/5K2 w - - 0 29,b7b6 e7g7,1617.0,82.0,100.0,94.0,endgame mate mateIn1 oneMove,https://lichess.org/G988QnWN/black#56,,"(1600, 1700]",e7g7,f3d2,e7g7,e7e5,c5b4,e7e8
D3Rd3,6k1/pp3pp1/2p1b1rp/3r4/3PN2q/4PP2/PPQ3PP/2R3RK b - - 0 24,f2f3 h4h2 h1h2 d5h5,1617.0,76.0,100.0,224.0,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/m3wCaUdn#47,,"(1600, 1700]",h4h2,d5h5,h4h2,h4f6,g6f6,h4g3
0xw8q,6R1/3P1R2/1k6/2p5/1p1r4/2b2p2/8/7K b - - 1 62,g1g8 d4h4 h1g1 c3d4 g1f1 h4h1 g8g1 h1g1,1618.0,74.0,100.0,627.0,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/OVpVTJ3V#123,,"(1600, 1700]",d4h4,d4d6,d4d1,b6a7,d4h4,k6b5
1Zd5Y,r7/1R4bk/p2B4/4P2p/3qb2P/5Q2/PP4P1/7K w - - 1 35,g6e4 f3h5 h7g8 h5f7 g8h8 f7g7,1618.0,75.0,100.0,383.0,exposedKing long mate mateIn3 middlegame,https://lichess.org/OX1JpeRG/black#68,,"(1600, 1700]",f3h5,f3g3,d6f8,f3d3,f3h5,f3f7
7Uc4K,4k3/Qp4p1/2p2p2/4b3/2n2PB1/2N5/PP1r2Pr/R3R1K1 b - - 2 23,f1g1 d2g2 g1f1 c4d2,1618.0,74.0,100.0,150.0,fork mate mateIn2 middlegame short,https://lichess.org/2PS2h2ma#45,,"(1600, 1700]",d2g2,d2d7,h2g2,c4a5,d2g2,e5c3
C3CtL,7k/p6p/1p4p1/3bP3/3Pn2Q/P3P2B/1Pr3PP/5K2 b - - 0 23,g1f1 d5c4 f1g1 c2c1 h4e1 c1e1,1618.0,75.0,100.0,1820.0,endgame long mate mateIn3,https://lichess.org/CZlnB4n9#45,,"(1600, 1700]",d5c4,c2c1,h7h6,d5c4,d5b3,e4d2
AGQlS,2r3rk/pp2bQp1/4p2P/3pn3/3Pn2B/1PP1R2P/3q1P1K/6R1 w - - 0 26,c6e5 h6g7 g8g7 f7g7,1619.0,75.0,100.0,440.0,advancedPawn kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EmWo409z/black#50,,"(1600, 1700]",h6g7,h6g7,f7e7,e3e1,f7f6,f7g7
H5NG9,1rb1k2r/2p2pp1/2p5/p3P2p/5P2/p1qP2PP/P1P3B1/2KRQ2R b k - 3 19,e2e1 b8b1 c1b1 c3b2,1619.0,75.0,100.0,938.0,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/3D9B8vft#37,,"(1600, 1700]",b8b1,e8e7,b8b1,c3c5,e8d7,c3b2
